数据来源,关键词,岗位名称,薪资,城市,经验要求,学历要求,公司名称
猎聘,计算机,人工智能博士教师【500强上市企业，计算机、人工智能专业，博士应届可】BASE三亚 有寒暑假,20-35k,三亚,经验不限,博士,某北京大型人力资源服务公司
猎聘,计算机,计算机视觉算法工程师,35-60k·16薪,苏州-工业园区,经验不限,硕士,某国内知名公司
猎聘,计算机,计算机视觉算法工程师,30-50k·15薪,上海-浦东新区,3-5年,硕士,乐鑫科技
猎聘,计算机,计算机视觉算法工程师,30-60k,北京-海淀区,3年以上,硕士,北京星源智机器人科技有限公司
猎聘,计算机,高级嵌入式工程师(安全计算机平台方向)    ,60-85k,深圳-南山区,5-10年,统招本科,某深圳智能硬件/消费电子公司
猎聘,计算机,计算机辅助设计中高级研究员,10-13k,深圳-南山区,2年以下,硕士,维琪科技
猎聘,计算机,【日语云架构项目经理】某计算机软件公司[Z191331],18-22k·14薪,北京,5-10年,学历不限,某北京计算机软件公司
猎聘,计算机,全国计算机教师,15-25k·13薪,北京,经验不限,学历不限,某知名公司
猎聘,计算机,联席首席分析师-研究所（宏观/策略/化工/计算机/有色）,50-80k,上海,5-10年,学历不限,某某证券
猎聘,计算机,35W左右【高校博士教师】base三亚-博士研究方向需与计算机/人工智能相关-提供住宿-八险一金-各种福利都有,20-30k,三亚,经验不限,博士,某北京大型人力资源服务公司
猎聘,计算机,嵌入式工程师 (SOC/MCU/安全计算机平台等）,40-65k·14薪,深圳,3-5年,学历不限,某深圳智能硬件/消费电子公司
猎聘,计算机,计算机客服新媒体+简单+食宿,5-9k,北京-昌平区,经验不限,本科,北京同世堂互联网医院管理有限公司同世堂第贰零叁中医诊所
猎聘,计算机,计算机视觉工程师（SLAM方向）,薪资面议,上海-杨浦区,3-5年,硕士,千寻位置网络有限公司
猎聘,计算机,宏观/策略/化工/计算机/有色联席首席分析师,30-40k,上海,5-10年,硕士,某老牌券商
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,长沙,2年以上,本科,长沙庭安电子科技有限公司
猎聘,计算机,计算机通信工程师,20-30k·14薪,北京-东城区,5-10年,本科,中国港湾工程有限责任公司
猎聘,计算机,会计,6-8k,广州-天河区,1-3年,大专,广州衡友贸易有限公司
猎聘,计算机,计算机人工智能讲师(创新教育项目),50-70k·15薪,上海-徐汇区,5-10年,统招本科,某北京大型云计算/大数据公司
猎聘,计算机,计算机技术员,10-15k,北京,3-5年,本科,北京中航云测信息科技有限公司
猎聘,计算机,双语计算机老师,15-20k,北京,1-3年,统招本科,某北京培训服务公司
猎聘,计算机,大学教师/计算机,30-60k,重庆,3-5年,博士,某重庆大型培训服务公司
猎聘,计算机,通信/计算机首席分析师,40-60k·14薪,上海,3-5年,硕士,某咨询服务公司
猎聘,计算机,生成式AI安全攻防/人工智能科学家/强化学习/联邦学习算法/计算机视觉预研,40-70k·15薪,上海,2年以上,硕士,某大型通信设备公司
猎聘,计算机,计算机视觉算法,50-80k,深圳-南山区,5-10年,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,量子计算机测控系统软件开发工程师,35-50k·14薪,北京-朝阳区,5-10年,统招本科,某大型知名通信设备公司
猎聘,计算机,高级计算机视觉算法工程师,8-12k,深圳-南山区,经验不限,本科,深圳科创学院
猎聘,计算机,计算机视觉算法工程师（iOS/球类运动科技方向）,25-55k·14薪,上海-闵行区,经验不限,本科,鲜猿科技
猎聘,计算机,硬件工程师（管控计算机模块设计）,10-25k,北京-大兴区,1-3年,本科,北京中科深链空间科技有限公司
猎聘,计算机,机械工程师（3c 计算机 通信 消费电子）,25-35k,东莞-松山湖,经验不限,学历不限,某东莞仪器仪表公司
猎聘,计算机,30-40万人工智能博士老师（base三亚  计算机、大语言模型、世界模型、空间智能、具身智能、VLA/V2X、智能驾驶、智能座舱 方向，）,25-35k,三亚,5-10年,本科,某北京大型人力资源服务公司
猎聘,计算机,科创老师或计算机老师（国际学校）,20-35k,广州,5-10年,学历不限,某广州大型学校教育公司
猎聘,计算机,计算机与物联网学院（专任教师）,15-30k,重庆,3-5年,硕士,某重庆大型学校教育公司
猎聘,计算机,大学教师- base三亚，世界500强旗下教育模块，看计算机相关专业，学历必须博士,20-30k·15薪,三亚,经验不限,博士,某北京大型人力资源服务公司
猎聘,计算机,计算机视觉（CV）算法工程师,30-60k·15薪,上海-杨浦区,2-7年,硕士,某知名IT服务上市公司
猎聘,计算机,计算机科学老师,15-25k,西安-雁塔区,3-5年,统招本科,西安曲江德闳学校
猎聘,计算机,研究所研究部计算机行业分析师/研究员/研究助理(000667),15-25k,上海-浦东新区,2年以上,硕士,国盛证券
猎聘,计算机,计算机文员/开票员,5-6k,乌鲁木齐,1-3年,大专,天津市康梦元医药科技有限公司
猎聘,计算机,计算机技术与软件工程师,20-25k,广州,3-5年,本科,某广州计算机软件公司
猎聘,计算机,嵌入式软件开发安全计算机平台,40-70k·14薪,深圳,5-10年,本科,某深圳智能硬件/消费电子公司
猎聘,计算机,博士教师（计算机、人工智能、智能座舱方向），40W内，base三亚,20-35k·13薪,三亚,1-3年,博士,某国内大型专业技术服务公司
猎聘,计算机,IT高级工程师（全日制本科计算机专业）,18-21k,苏州-吴江区,10年以上,统招本科,东部超导科技(苏州)有限公司
猎聘,计算机,计算机硬件维护工程师,4-9k,郑州,经验不限,本科,郑州银滔电子科技有限公司
猎聘,计算机,计算机视觉算法专家,50-80k·15薪,杭州,经验不限,本科,某东莞大型通信设备公司
猎聘,计算机,计算机视觉工程师,15-20k·13薪,成都-高新区,4年以上,统招本科,某电子/半导体/集成电路公司
猎聘,计算机,超导量子计算机测控工程师（北京/合肥）,35-60k,北京,5-10年,统招本科,某知名公司
猎聘,计算机,测试工程师（计算机存储类）,20-30k,长沙,5年以上,本科,某长沙电子/半导体/集成电路上市公司
猎聘,计算机,计算机，编程，AI应用相关课程讲师,4-6k,南通-崇川区,经验不限,本科,南通市人工智能科技馆
猎聘,计算机,新东方国际课程/物理/化学/计算机/经济教师,10-20k,武汉-武昌区,经验不限,本科,新东方教育科技集团有限公司
猎聘,计算机,大语言模型/多模态/AI框架算子/计算机视觉,35-65k·16薪,上海,经验不限,学历不限,某北京知名公司
猎聘,计算机,荔湾爱莎学校-双语计算机/科创老师,18-35k,广州-荔湾区,3年以上,硕士,爱莎国际教育集团
猎聘,计算机,计算机辅助药物设计负责人（CADD Head）,1-2k,北京,10年以上,博士,某北京制药上市公司
猎聘,计算机,急聘前台接待员,4-6k,济南-市中区,经验不限,大专,威海恒旺光伏发电服务有限公司
猎聘,计算机,计算机视觉算法研究员,40-70k·14薪,北京-海淀区,3年以上,硕士,联想
猎聘,计算机,算法工程师（计算机视觉方向）,30-40k,上海-浦东新区,3年以上,硕士,爱医舟科技
猎聘,计算机,CADD 计算机辅助药物研发(大分子)主任/高级科学家,薪资面议,上海-浦东新区,1-3年,硕士,上海齐鲁制药
猎聘,计算机,计算机通信行业研究员,薪资面议,北京-西城区,2年以上,硕士,中加基金管理有限公司
猎聘,计算机,光剑美高-双语计算机教师,15-25k·13薪,上海-浦东新区,1-3年,本科,光华教育
猎聘,计算机,中国部高中 计算机教师,10-15k·13薪,上海-青浦区,3年以上,硕士,上海宋庆龄学校
猎聘,计算机,通信/计算机首席分析师(J10151),薪资面议,上海-黄浦区,3年以上,硕士,野村东方国际证券
猎聘,计算机,飞控/飞管计算机系统工程师  ,10-15k,西安,3-5年,统招本科,某西安大型计算机硬件公司
猎聘,计算机,行政秘书,7-10k,杭州-拱墅区,1-3年,大专,成都林蜀麒商贸有限公司
猎聘,计算机,国际销售经理（计算机硬件）,20-40k,上海,5-10年,统招本科,某上海电子/半导体/集成电路公司
猎聘,计算机,国际销售经理（计算机硬件）,20-40k,上海,5-10年,统招本科,某上海电子/半导体/集成电路公司
猎聘,计算机,产品经理（商用计算机）(J10021),20-30k,深圳-南山区,3-5年,本科,杰和科技
猎聘,计算机,AI产品负责人（计算机视觉方向）,45-55k·13薪,杭州,经验不限,统招本科,某知名公司
猎聘,计算机,计算机系统专家,35-55k·15薪,成都,1-3年,博士,某合肥电气机械/器材公司
猎聘,计算机,计算机视觉工程师,20-28k,成都,3-5年,本科,某上海电子/半导体/集成电路公司
猎聘,计算机,计算机视觉工程师（工业检测-烟台/天津/苏州）,30-50k,烟台,5-10年,硕士,某国内大型石化公司
猎聘,计算机,计算机视觉（医学图像）算法工程师招聘,10-20k,重庆-九龙坡区,经验不限,本科,华大集团
猎聘,计算机,叉车/吊车司机,6-7k,上海-奉贤区,1-3年,学历不限,上海磊既贸易有限公司
猎聘,计算机,计算机视觉算法专家（北京，上海，深圳）,40-70k·18薪,深圳,5-10年,统招本科,某大型互联网企业
猎聘,计算机,计算机/人工智能高端科研/技术岗,25-55k·14薪,苏州-虎丘区,经验不限,博士,中国兵器工业集团有限公司
猎聘,计算机,计算机视觉与标定算法工程师,40-70k·14薪,深圳-南山区,5-10年,本科,某深圳互联网公司
猎聘,计算机,计算机文员,4-8k,乌鲁木齐,1年以下,大专,天津市康梦元医药科技有限公司
猎聘,计算机,事业单位-2026应届计算机方向硕士博士--北京,30-40k·13薪,上海,1年以下,博士,某知名人工智能公司
猎聘,计算机,计算机软硬件销售,6-10k,南京-雨花台区,2年以上,大专,南京鑫北能源科技有限公司
猎聘,计算机,计算机视觉算法研究员,30-40k,北京-海淀区,3-5年,硕士,某北京互联网公司
猎聘,计算机,产品经理（工业计算机）,15-20k·13薪,上海-嘉定区,5-10年,本科,某上海电子/半导体/集成电路公司
猎聘,计算机,计算机视觉算法工程师（三维重建方向）,30-50k·14薪,上海,2年以上,统招本科,某上海智能硬件/消费电子上市公司
猎聘,计算机,SOC芯片设计专家、工程师（AI算子开发/高级嵌入式软件/硬件/光学结构/计算机视觉算法/系统软件/大模型研/机器人算法研发/架构师/产品）,15-30k,南京,3年以上,硕士,某南京大型学术/科研公司
猎聘,计算机,中/高级计算机视觉算法工程师,60-90k·17薪,上海,经验不限,统招本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,算法应用工程师（计算机视觉）,35-55k·15薪,深圳,3-5年,学历不限,某深圳人工智能公司
猎聘,计算机,博士后（计算机类专业）,20-30k,重庆-渝北区,经验不限,博士,湖南大学重庆研究院
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安,1-3年,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机视觉算法专家,30-50k,深圳,5-10年,硕士,某深圳电子/半导体/集成电路公司
猎聘,计算机,高级嵌入式工程师 (安全计算机平台方向),50-80k,深圳-南山区,5-10年,硕士,某深圳智能硬件/消费电子公司
猎聘,计算机,计算机系统工程师,10-15k,西安-雁塔区,经验不限,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机老师,12-24k,杭州,1-3年,统招本科,某杭州大型学校教育公司
猎聘,计算机,计算机视觉算法工程师,20-35k,成都-青羊区,1-3年,硕士,超矩科技
猎聘,计算机,深度学习算法工程师（硕博｜AI / 计算机｜PyTorch/Huggingface｜多模态大模型 / 机器人算法 ）,30-50k·13薪,广州,3年以上,硕士,某国内大型人力资源服务公司
猎聘,计算机,计算机视觉工程师,15-25k,成都,3年以上,硕士,某电子/半导体/集成电路公司
猎聘,计算机,技术总监/技术工程师（计算机视觉/视觉大模型/图像处理等）,35-65k·14薪,苏州,10年以上,硕士,某深圳人工智能公司
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安,1-3年,学历不限,某西安大型计算机硬件公司
猎聘,计算机,量子计算机体系高级架构师 合肥/北京,40-65k·15薪,北京,5-10年,博士,某大型知名通信设备公司
猎聘,计算机,计算机视觉研究员,15-25k·14薪,北京-朝阳区,经验不限,硕士,某知名公司
猎聘,计算机,计算机视觉算法专家,16-18k·14薪,成都-高新区,1-3年,硕士,某上海电子/半导体/集成电路公司
猎聘,计算机,计算机行业,30-60k,上海-黄浦区,3年以上,本科,上海于启茶信息科技有限公司
猎聘,计算机,AI药物开发工程师-计算机辅助药物设计,25-45k·13薪,北京-通州区,2年以上,硕士,北京安必奇生物科技有限公司
猎聘,计算机,计算机行业研究岗,20-35k·18薪,上海,5-10年,硕士,国内某知名证券公司
猎聘,计算机,计算机辅助小分子药物设计工程师/研究员,14-21k·13薪,苏州-工业园区,1-6年,硕士,苏州予路乾行生物科技有限公司
猎聘,计算机,外企科创导师-海本申请（工程、计算机方向）,25-30k,北京,1-3年,本科,某上海培训服务公司
猎聘,计算机,计算机视觉与机器学习工程师,25-40k·14薪,上海-浦东新区,3年以上,统招本科,Qualcomm中国
猎聘,计算机,中/高级计算机视觉算法工程师,30-50k·15薪,深圳-南山区,经验不限,学历不限,某深圳大型智能硬件/消费电子公司
猎聘,计算机,国际课程计算机老师,11-20k,北京-海淀区,经验不限,硕士,北京市第一〇一中学
猎聘,计算机,国际高中计算机教师,8-15k,大连-甘井子区,经验不限,本科,英领国际学校
猎聘,计算机,计算机网络管理员,7-9k,北京-大兴区,经验不限,大专,北京郡雅科贸有限公司
猎聘,计算机,会计助理包住,6-7k,南京-建邺区,1-3年,大专,温州市讯和电脑科技有限公司
猎聘,计算机,中/高级计算机视觉算法工程师,50-80k·15薪,深圳,5-10年,统招本科,某东莞大型智能硬件/消费电子公司
猎聘,计算机,硬件工程师（计算机）,8-10k·13薪,嘉兴-平湖,1-3年,统招本科,某国内大型汽车零部件及配件公司
猎聘,计算机,高级计算机视觉算法工程师（多模态大模型）-珠海、深圳,30-60k·15薪,深圳,3-5年,统招本科,某杭州专业服务公司
猎聘,计算机,计算机视觉研发总监,50-70k,北京,5-10年,硕士,某沈阳医疗机构上市公司
猎聘,计算机,总经理助理,7-8k,三亚-天涯区,经验不限,学历不限,海南思沃家电商科技有限公司
猎聘,计算机,博士后研究岗（金融工程、数学、计算机、经济学专业背景；研究方向：金融政策、战略发展、业务创新、管理提效）,25-35k,郑州,1-3年,博士,国内知名信托
猎聘,计算机,计算机研究岗,20-35k·18薪,北京,3-5年,硕士,国内某知名证券公司
猎聘,计算机,计算机视觉算法专家,35-65k·15薪,深圳,5-10年,本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,算法应用工程师（计算机视觉）,40-55k,深圳,1-3年,硕士,某深圳科技推广服务公司
猎聘,计算机,计算机视觉算法（数据挖掘与图谱）,30-60k·15薪,深圳,4年以上,本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,中学计算机科学教师（IB DP/IGCSE）,10-20k,苏州-工业园区,3年以上,本科,苏州工业园区海归人才子女学校
猎聘,计算机,大区销售总经理 （计算机服务器）,60-90k,深圳,10年以上,统招本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机视觉算法专家（多模态大模型）-北上深,30-60k·16薪,深圳,3-5年,统招本科,某杭州互联网上市公司
猎聘,计算机,超导量子计算机测控工程师,30-50k,北京,1-3年,本科,某合肥大型通信设备公司
猎聘,计算机,研究岗（计算机）,25-50k·13薪,深圳,5年以上,硕士,某深圳基金/证券/期货上市公司
猎聘,计算机,算法工程师（计算机视觉、Infra算法、数据算法、视频生成/世界模型、3D渲染）,30-50k·14薪,上海,经验不限,统招本科,某上海智能硬件/消费电子上市公司
猎聘,计算机,计算机图形学工程师,65-95k·14薪,上海,经验不限,本科,某上海科技推广服务公司
猎聘,计算机,高级计算机视觉工程师（深度摄像头与三维重建方向）,30-45k·14薪,上海-浦东新区,5-10年,硕士,合肥芯明智能科技有限公司
猎聘,计算机,计算机视觉工程师（大模型方向）,薪资面议,上海-杨浦区,2年以上,硕士,千寻位置网络有限公司
猎聘,计算机,计算机视觉算法专家（工业视觉方向）南宁/玉林,30-35k,南宁,3年以上,硕士,某大型知名整车制造公司
猎聘,计算机,超导量子计算机硬件专家,30-60k,深圳-福田区,经验不限,硕士,九州量子
猎聘,计算机,计算机视觉/深度学习专家,30-60k,苏州-工业园区,3-5年,统招本科,某苏州仪器仪表公司
猎聘,计算机,高级嵌入式工程师 (安全计算机平台方向),50-80k,深圳,5-10年,统招本科,某深圳智能硬件/消费电子公司
猎聘,计算机,（多模态大模型）计算机视觉算法工程师,40-70k·15薪,深圳,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机视觉与标定算法工程师(A217276),20-50k·15薪,深圳-南山区,经验不限,硕士,TCL实业控股股份有限公司
猎聘,计算机,（多模态大模型）计算机视觉算法工程师,40-70k·15薪,深圳,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,算法中级工程师（ 计算机视觉）,薪资面议,上海-青浦区,3年以上,硕士,美的集团
猎聘,计算机,计算机视觉/多模态/AIGC算法工程师,25-55k·16薪,北京-海淀区,1年以上,硕士,Baidu
猎聘,计算机,计算机系统管理员,6-8k,徐州-新沂,3年以上,大专,江苏星诺医药科技有限公司
猎聘,计算机,高级计算机视觉算法工程师,15-25k·15薪,上海-徐汇区,3-5年,硕士,中国海诚工程科技股份有限公司
猎聘,计算机,整机设计工程师（特种计算机/测试设备/加固等）,9-14k·14薪,天津,5-10年,学历不限,某天津机械/设备公司
猎聘,计算机,计算机视觉 & 多模态算法研究员,30-50k,无锡,1-3年,硕士,某合肥互联网上市公司
猎聘,计算机,双语计算机老师,10-20k,天津-和平区,5年以上,本科,北京欧洛斯咨询有限公司
猎聘,计算机,高级算法专家 计算机视觉 北京 / 济南,40-70k,北京,3-5年,硕士,某合肥专业技术服务公司
猎聘,计算机,大学教师-计算机、电气、机械学院、教育、艺术、管理、马克思学院,20-40k,芜湖-湾沚区,经验不限,博士,某国内大型学校教育公司
猎聘,计算机,个性化服务部高中数学/物理/经济/化学/计算机培训老师,10-30k,武汉-硚口区,1-3年,统招本科,武汉英中高级中学
猎聘,计算机,银泰商业-计算机视觉算法工程师(J11101),20-40k·16薪,杭州-拱墅区,1-4年,硕士,银泰商业集团有限公司
猎聘,计算机,高级/首席人工智能工程师（计算机视觉算法工程师）,65-70k,北京,5-10年,学历不限,某深圳知名公司
猎聘,计算机,计算机视觉算法软件工程师,30-50k,苏州,经验不限,统招本科,某苏州电子/半导体/集成电路公司
猎聘,计算机,计算机硬件维护工程师,10-11k,上海,1-3年,本科,某国内大型机械/设备公司
猎聘,计算机,人事主管,6-7k,无锡-滨湖区,1-3年,大专,嘉兴新模文化传媒有限公司
猎聘,计算机,城市轨道交通系统研发与设计（云平台安全计算机技术方向-南京）,28-55k,南京,5-10年,硕士,某南京大型机械/设备公司
猎聘,计算机,计算机行业咨询顾问,30-60k,上海-奉贤区,3年以上,本科,上海于启茶信息科技有限公司
猎聘,计算机,高中计算机教师,8-10k,大连-甘井子区,1-3年,硕士,英领国际学校
猎聘,计算机,计算机行业研究,18-30k·18薪,北京,3-5年,硕士,某深圳基金证券上市公司
猎聘,计算机,TMT研究员【科技电子半导体计算机通信传媒互联网】,30-35k,上海,经验不限,硕士,某上海基金证券公司
猎聘,计算机,中/高级计算机视觉算法工程师（三维重建）,50-80k·16薪,深圳,5-10年,本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,AP计算机&AP统计学教师（全职+兼职）,15-22k,苏州-工业园区,1-3年,本科,深圳威睿达思国际学校
猎聘,计算机,高级/首席人工智能工程师（计算机视觉算法工程师）,65-70k,北京,5-10年,学历不限,某深圳知名公司
猎聘,计算机,高中计算机教师（双语学校）,14-25k·14薪,常州,3-10年,本科,某知名公司
猎聘,计算机,高级/首席人工智能工程师（计算机视觉算法工程师）,65-70k,北京,5-10年,学历不限,某深圳知名公司
猎聘,计算机,双语计算机老师,10-18k,扬州,经验不限,本科,安生教育集团
猎聘,计算机,计算机视觉算法主任工程师（半导体图像分析）,30-50k·14薪,苏州,3-5年,硕士,英诺赛科(苏州)半导体有限公司
猎聘,计算机,计算机视觉算法（多模态大模型）深圳上海,60-90k·15薪,上海,5-10年,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机视觉算法软件工程师,30-45k,苏州,4-6年,统招本科,某苏州大型机械/设备公司
猎聘,计算机,计算机硬件维护工程师,15-16k·13薪,南京-秦淮区,经验不限,学历不限,海南佳秋好居房产咨询有限公司
猎聘,计算机,计算机视觉算法工程师（3D视觉/深度学习方向）,20-35k,北京-石景山区,3-5年,硕士,凌云光技术
猎聘,计算机,计算机视觉算法专家,30-50k,苏州-吴中区,经验不限,博士,苏州万店掌网络科技有限公司
猎聘,计算机,双语计算机科学老师(J10235),10-20k,苏州-吴江区,1-3年,本科,雅力教育
猎聘,计算机,计算机视觉算法工程师（三维重建方向）,80-100k,上海,5-10年,学历不限,某上海智能硬件/消费电子上市公司
猎聘,计算机,飞控/飞管计算机系统工程师  飞控/飞管计算机硬件工程师,10-15k,西安-高新区,5-10年,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机视觉算法专家,25-35k·13薪,深圳-龙华区,3年以上,本科,玉柴股份
猎聘,计算机,计算机视觉算法工程师（NN）,30-60k·15薪,上海,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,采购主管,10-15k,苏州-姑苏区,3-5年,本科,广州荆妞商贸有限公司
猎聘,计算机,计算机视觉经理（多模态大模型）,薪资面议,上海-青浦区,10年以上,博士,美的集团
猎聘,计算机,博士高级人才—计算机科学与技术学院教师,16-25k,武汉-洪山区,经验不限,博士,湖北商贸学院
猎聘,计算机,计算机视觉算法工程师（具身机器人）,40-70k·14薪,深圳-宝安区,3-5年,统招本科,某深圳科技推广服务公司
猎聘,计算机,策略供应链工程师（计算机硬件）,50-70k,深圳,3-5年,统招本科,某知名公司
猎聘,计算机,计算机视觉算法专家,25-35k·13薪,南宁-西乡塘区,3年以上,本科,玉柴股份
猎聘,计算机,计算机视觉算法专家,25-40k,上海-嘉定区,2年以上,硕士,联影研究院
猎聘,计算机,双语计算机教师（英语）,8-16k,大连-甘井子区,3年以上,本科,英领国际学校
猎聘,计算机,计算机视觉算法专家,65-95k·15薪,上海,3年以上,硕士,某大型知名智能硬件/消费电子公司
猎聘,计算机,首席分析师 （计算机等)(J11701),25-35k,上海-静安区,5-10年,硕士,光大证券
猎聘,计算机,计算机科学与技术专业教师,8-15k,广州-白云区,经验不限,本科,广州知藤教育科技有限公司
猎聘,计算机,计算机与数字设计见习教师,16-17k,杭州-西湖区,1-3年,本科,杭州汉基外籍人员子女学校
猎聘,计算机,高级产品/市场经理（计算机视觉芯片方向）,18-30k·13薪,深圳-宝安区,3年以上,统招本科,科大讯飞
猎聘,计算机,高级计算机视觉算法工程师（数据挖掘与图谱）,60-90k·15薪,深圳-南山区,5-10年,统招本科,某知名公司
前程无忧,计算机,计算机专业教师,6千-1.2万,肇庆·四会市,,,四会衡鑫教育投资有限公司
前程无忧,计算机,网络维护,3-5千,肇庆,,,端州区肇移通讯行
前程无忧,计算机,项目专员/进校工程师（灵活办公/应届生）,5千-1万,肇庆·端州区,,,广东德诚科教有限公司
前程无忧,计算机,粤语标注师Z,3-5千,远程办公,,,株洲明亮网络科技有限公司
前程无忧,计算机,ERP数据分析,6-8千,肇庆·高要区,,,佛山市慕格门窗科技有限公司
前程无忧,计算机,系统运维,5-7千,肇庆·高要区,,,佛山市慕格门窗科技有限公司
前程无忧,计算机,it运维,5-6千,肇庆·四会市,,,肇庆捷凯汽车运动推广有限公司
前程无忧,计算机,实施运维工程师,5-7千,肇庆,,,广州市派客朴食信息科技有限责任公司
前程无忧,计算机,IT服务工程师,4-5千,肇庆·端州区,,,广州广电银通金融电子科技有限公司
前程无忧,计算机,AI应用专员,5-8千,肇庆·四会市,,,广东库博精密科技集团股份有限公司
前程无忧,计算机,运营工程师,4-6千,肇庆·端州区,,,广东德生科技股份有限公司
前程无忧,计算机,长白班仓库质检免费住7000+,6-7千,肇庆·鼎湖区,,,东莞市峻友电子科技有限公司
前程无忧,计算机,法院档案项目经理(端州双休),5.5-6千,肇庆·端州区,,,中山市汉普管理顾问有限公司
前程无忧,计算机,研发助理,4.5-5.5千,肇庆·高要区,,,广东霆翊科技有限公司
前程无忧,计算机,数字项目岗,1.3-2万,肇庆·鼎湖区,,,广东喜珍电路科技有限公司
前程无忧,计算机,IT管培生,6-8千,肇庆·高要区,,,肇庆市福加德投资控股有限公司
前程无忧,计算机,电感公司IT岗(J11191),8千-1万,肇庆·端州区,,,广东风华高新科技股份有限公司
前程无忧,计算机,AI工程师,7千-1.2万,肇庆·高要区,,,佛山市慕格门窗科技有限公司
前程无忧,计算机,C#软件开发工程师,7千-1万,肇庆,,,中导光电设备股份有限公司
前程无忧,计算机,IT技术支持,5-7千,肇庆·德庆县,,,广东维德亚科技有限公司
前程无忧,计算机,服务器CDU生产副总,4-6.6万·14薪,肇庆·端州区,,,无锡奥维斯管理咨询
前程无忧,计算机,锯条销售工程师,7千-1.4万·15薪,肇庆·端州区,,,天田国际贸易（深圳）
前程无忧,计算机,封边条挤出机长,7千-1万,肇庆·四会市,,,广东肇庆欧德雅装饰材料
前程无忧,计算机,数学教师,4.8-6千,肇庆,,,广东信息工程职业学院
前程无忧,计算机,终端业务员（肇庆）,6千-1.2万,肇庆,,,广东省珠海广弘医药进出口
前程无忧,计算机,押运员（短期劳务工）,5-6千,肇庆,,,广东羚光新材料
