数据来源,关键词,岗位名称,薪资,城市,经验要求,学历要求,公司名称
智联,计算机,计算机/人工智能老师（兼职）,8000-16000元,福州·仓山·城门,1-3年,本科,立即投递收藏
智联,计算机,计算机通信领域代理师（双休+入职五险一金）,5000-10000元,长春·宽城·奋进,经验不限,本科,立即投递收藏
智联,计算机,IT应届生（计算机、软件相关专业）,6000-8000元·13薪,淮安·清江浦区·城南街道,经验不限,本科,立即投递收藏
智联,计算机,计算机/人工智能老师,6000-12000元,绍兴·越城区·斗门街道,1-3年,本科,立即投递收藏
智联,计算机,计算机硬件维护专员,7000-9000元,济南·市中·港沟,经验不限,学历不限,立即投递收藏
智联,计算机,计算机视觉工程师,2-3万,北京·怀柔·怀北,经验不限,硕士,立即投递收藏
智联,计算机,运维计算机工程师,1-1.1万,长沙·长沙·观沙岭,经验不限,学历不限,立即投递收藏
智联,计算机,春考计算机老师,8000-12000元,济南·长清·平安,1-3年,本科,立即投递收藏
智联,计算机,综合行政科长（移动硬盘/计算机软硬件/手柄）,1.2-1.5万·13薪,大连·沙河口·马桥子,经验不限,中专/中技,立即投递收藏
智联,计算机,计算机硬件维护技术员+五险一金,1-1.2万,上海·黄浦·小东门,1-3年,大专,立即投递收藏
智联,计算机,计算机运维工程师,1-1.1万,成都·锦江·猛追湾,经验不限,高中,立即投递收藏
智联,计算机,计算机【暑假工】（在福建福州上班）,90-110元/天,合肥·包河·包公,经验不限,大专,立即投递收藏
智联,计算机,上海分部--计算机编辑,1-1.2万·13薪,上海·普陀·真如,经验不限,硕士,立即投递收藏
智联,计算机,计算机专业实习生,100-150元/天,青岛·胶州·九龙,经验不限,大专,立即投递收藏
智联,计算机,计算机【暑假工】（在福建福州上班）,90-110元/天,成都·武侯·桂溪,经验不限,大专,立即投递收藏
智联,计算机,计算机硬件维护工程师,8000-13000元,厦门·思明·筼筜,经验不限,学历不限,立即投递收藏
猎聘,计算机,双语计算机老师,15-25k,北京-通州区,1-3年,统招本科,某北京大型培训服务公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,北京-朝阳区,2年以上,本科,布委科技
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,郑州,2年以上,本科,河南九义科技有限公司
猎聘,计算机,飞控/飞管计算机产品设计,10-15k,西安,经验不限,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,佛山,2年以上,本科,广东万通信息科技有限公司
猎聘,计算机,计算机互联网研究员（A股+H股）,薪资面议,北京-朝阳区,3-5年,硕士,国金基金管理有限公司
猎聘,计算机,计算机视觉算法专家（工业视觉方向）,22-35k,玉林-玉州区,5-10年,硕士,星网智云
猎聘,计算机,AP教师（统计/计算机科学/心理学/微积分）,15-30k,深圳-龙华区,3-5年,硕士,橘郡美高
猎聘,计算机,计算机视觉算法工程师,20-30k·14薪,成都-高新区,3-5年,本科,某成都IT服务公司
猎聘,计算机,行政助力,5-8k,广州,经验不限,本科,广州茜龙商贸有限公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,长沙,2年以上,本科,湖南立人科技有限公司
猎聘,计算机,计算机视觉算法专家,60-80k·13薪,广州-海珠区,5-10年,硕士,深圳摄氏度咨询
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安-雁塔区,经验不限,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机硬件维护工程师,8-13k,长沙-岳麓区,2年以上,本科,湖南华芯通网络科技有限公司
猎聘,计算机,CADD（计算机辅助药物设计）,10-25k,苏州-工业园区,1年以上,硕士,朗睿生物医药
猎聘,计算机,计算机与物联网专业硕士,16-25k,重庆,3-5年,硕士,国内某知名企业
猎聘,计算机,硬件开发工程师（军品、飞控计算机）,20-35k,西安,3-5年,本科,某西安IT服务公司
猎聘,计算机,飞控/飞管计算机硬件工程师,10-15k,西安-雁塔区,2年以上,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机（科学）老师,12-20k,上海-松江区,1-3年,本科,某上海人力资源服务公司
猎聘,计算机,投资经理-AI/泛半导体/计算机,16-25k,上海-浦东新区,1-6年,本科,上海常春藤投资控股有限公司
猎聘,计算机,双语计算机老师（全国有岗）,20-25k,上海,经验不限,学历不限,某武汉学校教育公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,大连,2年以上,本科,大连锐仕方途科技有限公司
猎聘,计算机,计算机科学与数字设计见习教师,15-25k,杭州-西湖区,1-3年,硕士,某杭州学校教育公司
猎聘,计算机,【高校教师-人工智能、计算机相关专业】三亚、八险一金、食宿,25-40k,三亚,5-10年,博士,某国内整车制造上市公司
猎聘,计算机,飞控计算机类硬件开发（航空航天、军工、无人机）,25-50k,西安,5-10年,本科,某西安IT服务公司
猎聘,计算机,中级算法工程师（计算机视觉算法，传统算法+深度学习）语义分割，图像分割，目标检测，小目标检测,12-24k,杭州,经验不限,硕士,某杭州专业技术服务公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,无锡,2年以上,本科,无锡长旭科技有限公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,北京-海淀区,2年以上,本科,宁波市盛世东方网络科技有限公司
猎聘,计算机,计算机视觉算法工程师/研究员,25-30k,上海-浦东新区,经验不限,博士,同济大学
猎聘,计算机,计算机运维（兼行政司机）,5-7k,杭州-钱塘区,3年以上,大专,杭州绿石汽车科技有限公司
猎聘,计算机,计算机视觉工程师（工业检测-北京/天津/苏州/烟台）,30-50k,天津,3-5年,硕士,某国内大型石化公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,天津,2年以上,本科,天津和易佳科技有限公司
猎聘,计算机,中学计算机老师,15-25k,北京,3-5年,硕士,某北京大型培训服务公司
猎聘,计算机,双语计算机老师,11-20k,杭州-萧山区,1-3年,统招本科,某杭州培训服务公司
猎聘,计算机,飞控/飞管计算机设计,10-15k,上海-闵行区,经验不限,统招本科,某西安大型计算机硬件公司
猎聘,计算机,诚聘计算机配件外贸业务员,5-8k,深圳-南山区,1-3年,统招本科,某深圳批发/零售公司
猎聘,计算机,计算机辅助药物设计CADD-大分子,15-35k,北京,3年以上,硕士,神州细胞工程有限公司
猎聘,计算机,AI 算法工程师（计算机视觉・视频图像识别方向 测绘行业 统本 2年以上同岗工作经验）,15-30k,昆明,3-5年,统招本科,某国内大型专业技术服务公司
猎聘,计算机, 双语计算机老师,15-20k,宁波,1-3年,统招本科,某知名公司
猎聘,计算机,会计8k双休五险,8-11k,太原-杏花岭区,1-3年,大专,太原市梁付网络科技有限公司
猎聘,计算机,计算机辅助药物设计（CADD）科学家(J19244),18-30k·16薪,上海-浦东新区,1-3年,硕士,上海复宏汉霖生物技术股份有限公司
猎聘,计算机,计算机类专任教师,10-15k,成都,经验不限,硕士,某知名公司
猎聘,计算机,光学/算法/软件/机械/系统/测试/计算机视觉-研发工程师,28-35k,杭州,经验不限,硕士,某北京工业自动化公司
猎聘,计算机,计算机研究员,20-40k·30薪,上海,3-5年,硕士,某国内大型基金/证券/期货公司
猎聘,计算机,计算机硬件维护工程师,15-20k,西安,经验不限,学历不限,某知名公司
猎聘,计算机,内控审计岗（计算机电子信息行业优先）,12-20k,南京-浦口区,5年以上,统招本科,某南京计算机硬件公司
猎聘,计算机,高中双语计算机老师,15-23k,北京,1-3年,硕士,某北京咨询服务公司
猎聘,计算机,计算机系统管理,25-30k,仙桃,5-10年,本科,某成都制药上市公司
猎聘,计算机,计算机技术员,10-15k,北京,1年以下,大专,武汉市群淼巨科技有限公司
猎聘,计算机,计算机辅助工程师,15-20k·13薪,郑州,3年以上,大专,郑州航管科技有限公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,昆明,2年以上,本科,云南享购科技有限公司
猎聘,计算机,计算机系统专家（计算机架构）,30-60k·15薪,成都,经验不限,博士,某知名公司
猎聘,计算机,计算机硬件维护工程师,15-20k,合肥,经验不限,学历不限,某知名公司
猎聘,计算机,会计,7-10k,昆明-官渡区,1-3年,大专,昆明深安商贸有限公司
猎聘,计算机,飞控/飞管计算机系统工程师、飞控/飞管计算机硬件工程师）,10-15k,西安-雁塔区,经验不限,统招本科,某西安大型计算机硬件公司
猎聘,计算机,TMT电子、通信、计算机行业研究员（券商研究所）,15-20k,上海-黄浦区,3-5年,本科,上海商投创业投资有限公司
猎聘,计算机,计算机视觉算法工程师(三维重建方向),30-50k·14薪,上海,3年以上,本科,某上海智能硬件/消费电子上市公司
猎聘,计算机,计算机视觉算法工程师 （CV大模型算法工程师）,20-40k,广州-黄埔区,3-5年,本科,高新兴科技集团股份有限公司
猎聘,计算机,计算机/存储资深测试工程师,25-35k,长沙,10年以上,本科,某长沙电子/半导体/集成电路上市公司
猎聘,计算机,算法研究员（计算机视觉，不用加班）,20-35k·14薪,无锡-新吴区,3-5年,硕士,知名的智能语音和人工智能上市企业
猎聘,计算机,计算机视觉算法工程师,20-30k,南京,3-5年,本科,某南京电气机械/器材公司
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安,5年以上,本科,某西安大型计算机硬件公司
猎聘,计算机,双语计算机/编程/科技老师,10-20k·13薪,广州-黄埔区,2年以上,统招本科,爱莎国际教育集团
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安,5-10年,统招本科,某西安大型其他商务服务业公司
猎聘,计算机,飞控/飞管计算机硬件工程师,10-15k,西安,2年以上,统招本科,某西安大型计算机硬件公司
猎聘,计算机,AI 算法工程师【某大厂，计算机视觉/视频图像识别/.遥感影像/图像处理等】,15-30k,昆明,3年以上,统招本科,某知名公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,武汉,2年以上,本科,武汉艾锦科技有限公司
猎聘,计算机,首席分析师（宏观/策略/化工/计算机/有色联席）,30-60k,上海,5-10年,本科,某国内基金/证券/期货上市公司
猎聘,计算机,硬件工程师（加固计算机）,16-25k,沈阳,经验不限,统招本科,某沈阳大型机械/设备公司
猎聘,计算机,计算机视觉算法工程师,50-55k,上海,1-3年,硕士,某上海智能硬件/消费电子上市公司
猎聘,计算机,计算机视觉工程师,25-35k·14薪,天津,3-5年,硕士,某国内石化上市公司
猎聘,计算机,计算机工程师,7-10k·13薪,长沙-开福区,1-3年,本科,湖南天创精工科技有限公司
猎聘,计算机,计算机视觉,10-12k·18薪,重庆-大足区,1-3年,硕士,某重庆大型学校教育公司
猎聘,计算机,算法工程师 （计算机视觉方向）,15-30k,沈阳-浑南区,3-5年,硕士,沈阳新松机器人自动化股份有限公司
猎聘,计算机,计算机视觉算法工程师,25-30k·15薪,上海-长宁区,3-5年,硕士,某上海智能硬件/消费电子上市公司
猎聘,计算机,中/高级计算机视觉算法工程师（多模态/大模型/vla）-深圳/上海,50-80k·16薪,深圳,4年以上,本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,实验室计算机验证工程师,8-12k·15薪,苏州,3年以下,硕士,某北京大型制药公司
猎聘,计算机,计算机视觉算法专家（工业视觉方向）,20-30k,南宁,3年以上,本科,某知名公司
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安-高新区,2年以上,本科,某西安大型计算机硬件公司
猎聘,计算机,嵌入式AI算法工程师（计算机视觉方向）,30-60k·13薪,深圳-龙华区,3-5年,统招本科,知外小电机生产拟上市公司
猎聘,计算机,计算机视觉算法专家,40-65k·14薪,济南,5-10年,学历不限,某国内大型人工智能公司
猎聘,计算机,计算机视觉算法工程师,20-30k·15薪,上海-长宁区,3-5年,硕士,某上海智能硬件/消费电子上市公司
猎聘,计算机,办公室文员包吃住,4-6k,徐州-鼓楼区,1-3年,本科,温州市讯和电脑科技有限公司
猎聘,计算机,计算机视觉算法leader,80-100k,苏州,10年以上,本科,某北京大型电子/半导体/集成电路公司
猎聘,计算机,计算机视觉算法专家,30-60k,上海,3年以上,硕士,某上海大型智能硬件/消费电子公司
猎聘,计算机,宏观/策略/化工/计算机/有色//煤炭/家电/机械/通信/汽车行业分析师（北上深）,20-30k,上海-浦东新区,4年以上,本科,山西证券股份有限公司
猎聘,计算机,IT助理（计算机+财务，接受应届生，薪资可谈）,6-11k·13薪,武汉,经验不限,本科,某北京大型财务/审计/税务公司
猎聘,计算机,计算机视觉工程师,12-20k,成都,4年以上,统招本科,某电子/半导体/集成电路公司
猎聘,计算机,海归管培生（专业药学/国际贸易/计算机/统计/供应链等）,8-12k,海口,经验不限,硕士,某国内大型制药公司
猎聘,计算机,电话客服,5-9k,重庆-南岸区,经验不限,学历不限,重庆依可鑫美业美容有限公司
猎聘,计算机,蛋白质工程&计算机生物学研发主管,25-30k·13薪,深圳-光明区,5年以上,博士,灵蛛科技
猎聘,计算机,计算机辅助药物设计（CADD/AIDD）研究员（多肽方向）,25-45k,南京-栖霞区,3-5年,博士,安吉生物
猎聘,计算机,计算机视觉算法（动态感知）,30-60k·15薪,天津,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,AIDD计算机生物研究员,25-45k·15薪,上海,经验不限,博士,某国内大型制药公司
猎聘,计算机,首席分析师 （计算机）,50-80k·20薪,上海-静安区,5-10年,硕士,某国有上市券商
猎聘,计算机,计算机硬件维护工程师+双休,13-26k,北京-通州区,2年以上,本科,软猫聚众数字科技(重庆)有限公司
猎聘,计算机,首席分析师（汽车 TMT 电子 计算机行业）,100-200k·18薪,上海,10年以上,本科,某上海大型物联网公司
猎聘,计算机,计算机与通信网络管理岗位,10-25k,上海-浦东新区,2年以上,统招本科,中曼石油
猎聘,计算机,计算机视觉算法软件工程师,20-40k,苏州,5-10年,本科,某苏州电子/半导体/集成电路公司
猎聘,计算机,初中计算机老师兼STAEM,15-25k,广州,经验不限,统招本科,某广州大型培训服务公司
猎聘,计算机,研究岗（电子、计算机、电力设备及新能源）,20-40k,深圳,3-5年,硕士,某广州基金/证券/期货上市公司
猎聘,计算机,硬件工程师（管控计算机模块设计）,10-25k,北京-大兴区,经验不限,本科,苏州中科光桥空间技术有限公司
猎聘,计算机,高中计算机老师,10-25k,上海-闵行区,经验不限,本科,诺美教育
猎聘,计算机,计算机视觉算法专家,80-100k,深圳-龙华区,5年以上,博士,惠州固尔琦智能设备有限公司
猎聘,计算机,计算机视觉算法（多模态大模型）,30-60k·15薪,深圳,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,航天计算机硬件工程师（北京，西安，深圳）,30-60k,北京,5-10年,统招本科,某郑州大型计算机硬件公司
猎聘,计算机,AI交付工程师（26届计算机相关专业应届生）,8-13k,成都,经验不限,本科,某上海互联网公司
猎聘,计算机,计算机视觉算法工程师,30-60k,杭州-西湖区,5-10年,硕士,应用材料公司
猎聘,计算机,计算机视觉工程师（多模态方向）,15-30k,深圳-龙岗区,经验不限,硕士,杭州弓叶科技有限公司
猎聘,计算机,无人机高级嵌入式工程师 (安全计算机平台),50-80k,深圳,5-10年,本科,某国内其他制造业上市公司
猎聘,计算机,课程研发（实战能力）教师 -大学课程设计-有大厂计算机落地经验+企业内训赋能经验,18-35k,三亚,3-5年,统招本科,某北京大型人力资源服务公司
猎聘,计算机,战略分析经理,35-65k·16薪,北京-东城区,3-5年,硕士,上海茫讯商务咨询中心
猎聘,计算机,电力、计算机、能源等方向岗位,20-35k,海口,3-5年,博士,某国内大型电力/热力/燃气/水务公司
猎聘,计算机,计算机新媒体包食宿,5-10k,北京-昌平区,经验不限,大专,北京同世堂互联网医院管理有限公司同世堂第贰零叁中医诊所
猎聘,计算机,计算机视觉算法（风电）,20-30k·13薪,北京-大兴区,3-5年,硕士,某北京知名上市公司
猎聘,计算机,硬件工程师（军工飞控计算机类）,20-40k,西安,3-5年,学历不限,某深圳IT服务公司
猎聘,计算机,计算机视觉算法工程师,22-50k·13薪,上海-浦东新区,1年以下,统招本科,海深科技
猎聘,计算机,AP计算机教师,10-15k,北京,经验不限,本科,新府学
猎聘,计算机,飞控/飞管计算机系统工程师、飞控/飞管计算机硬件工程师,10-15k,西安-雁塔区,2年以上,学历不限,某西安大型计算机硬件公司
猎聘,计算机,计算机视觉（大模型方向+行业头部）,45-75k·15薪,深圳-南山区,6年以上,学历不限,某大型知名智能硬件/消费电子公司
猎聘,计算机,大语言模型/多模态/AI框架算子/计算机视觉,40-70k·15薪,深圳,2年以上,学历不限,某北京知名公司
猎聘,计算机,无人机AI算法工程师（计算机视觉、点云，部署经验）,20-30k,成都,3年以上,统招本科,某成都智能硬件公司
猎聘,计算机,二级系统工程师（冶金自动化/计算机）,12-20k·16薪,北京,1-3年,统招本科,某北京电气机械/器材公司
猎聘,计算机,计算机设计研究实习生,3-8k,重庆-渝北区,经验不限,本科,湖南大学重庆研究院
猎聘,计算机,CADD（计算机辅助药物设计）,15-30k·15薪,广州-黄埔区,1-3年,硕士,广州英赛特生物技术有限公司
猎聘,计算机,计算机视觉算法,25-45k·14薪,上海,3-5年,学历不限,某合肥互联网上市公司
猎聘,计算机,资深硬件工程师 - 嵌入式开发（星载计算机领域/芯片领域）,20-45k,上海-松江区,10年以上,本科,江西省凯兴企业管理咨询有限公司
猎聘,计算机,计算机视觉资深算法（从0到1，独立带项目,50-80k·15薪,杭州,5-10年,硕士,某国内电气机械/器材公司
猎聘,计算机,计算机与物联网学院专任教师,7-10k,重庆-巴南区,1-3年,硕士,重庆工程学院
猎聘,计算机,双语国际学校ICT/计算机教师,15-30k,上海,1-3年,统招本科,某知名公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,宁波,2年以上,本科,宁波惠尔特智能科技有限公司
猎聘,计算机,计算机视觉算法工程师,26-35k,成都,3年以上,硕士,某国内大型电子/半导体/集成电路公司
猎聘,计算机,计算机视觉算法工程师（高级）,30-60k,深圳-南山区,3-5年,统招本科,某东莞人力资源服务公司
猎聘,计算机,计算机视觉算法工程师（无人机）,25-50k·14薪,深圳-南山区,3年以上,本科,深圳市海科技术有限公司
猎聘,计算机,计算机药物辅助设计总监（CADD/AIDD方向）,70-100k,北京-海淀区,8年以上,博士,首药控股(北京)股份有限公司
猎聘,计算机,计算机视觉算法工程师,29-35k,南京-江宁区,3-5年,硕士,某南京电气机械/器材公司
猎聘,计算机,计算机视觉算法工程师（高级）,30-60k,深圳-南山区,3-5年,统招本科,某东莞其他商务服务业公司
猎聘,计算机,计算机数据专家,23-30k,金华-东阳,经验不限,统招本科,某国内制药上市公司
猎聘,计算机,计算机视觉算法工程师,30-60k·15薪,深圳,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,土建工程师,6-7k,厦门-湖里区,3-5年,本科,中科星晨
猎聘,计算机,中高级计算机视觉-多模态,30-50k·15薪,深圳,4-6年,统招本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机视觉算法（三维重建）,30-60k·15薪,深圳,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,初中计算机老师,12-18k,上海,1-3年,本科,某上海学校教育公司
猎聘,计算机,计算机视觉算法工程师,8-20k,常州-天宁区,1-3年,统招本科,常州奥比利智能科技有限公司
猎聘,计算机,计算机视觉算法（多模态大模型）,30-60k·15薪,深圳,3年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机视觉算法（三维重建-SLAM）,30-60k·15薪,深圳,经验不限,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机视觉算法（三维重建）,30-60k·15薪,深圳,经验不限,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机硬件维护工程师,20-26k·13薪,厦门,2年以上,本科,福建众创车联网络科技有限公司
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安-雁塔区,2年以上,统招本科,某西安大型计算机硬件公司
猎聘,计算机,世界500强院校大学博士教师（博士专业要计算机人工智能相关 ，有寒暑假，薪资40W内）,20-30k,三亚,经验不限,博士,某国内大型人力资源服务公司
猎聘,计算机,中/高级计算机视觉算法工程师（三维重建-SLAM）,30-60k,深圳,5-10年,硕士,某深圳知名公司
猎聘,计算机,计算机视觉算法高级工程师（工业视觉方向）base广西南宁/玉林,30-40k,南宁,5-10年,硕士,某杭州大型专业服务公司
猎聘,计算机,计算机老师,18-25k,北京-朝阳区,1-3年,硕士,北京灿慕管理咨询有限公司
猎聘,计算机,计算机数据专家,22-25k,金华-东阳,3年以上,大专,某国内制药上市公司
猎聘,计算机,急聘前台接待员,4-6k,济南-市中区,经验不限,大专,威海恒旺光伏发电服务有限公司
猎聘,计算机,博士教师（必须博士，base三亚，可接受应届，计算机人工智能方向）,20-30k,三亚,经验不限,博士,某知名公司
猎聘,计算机,计算机视觉算法工程师,30-60k·15薪,深圳,3-5年,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安-雁塔区,1-3年,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机老师,25-40k,北京,5-10年,学历不限,某北京大型培训服务公司
猎聘,计算机,计算机硬件维护工程师,15-20k·13薪,上海-宝山区,2年以上,本科,上海乐巡酒店管理有限公司
猎聘,计算机,计算机视觉算法工程师（高级）,30-60k,深圳-南山区,3-5年,统招本科,某东莞人力资源服务公司
猎聘,计算机,计算机视觉算法工程师（高级）,30-60k,深圳-南山区,3-5年,统招本科,某东莞其他商务服务业公司
猎聘,计算机,计算机视觉算法工程师（高级）,30-60k,深圳-南山区,3-5年,统招本科,某东莞人力资源服务公司
猎聘,计算机,计算机辅助药物设计（博士后）,30-50k,珠海-香洲区,经验不限,博士,湘北威尔曼制药股份有限公司广州分公司
猎聘,计算机,计算机视觉算法专家,30-50k,杭州-滨江区,5年以上,硕士,杭州创锐光测技术有限公司
猎聘,计算机,国际技术转移经理人（机械制造、电气工程、计算机、人工智能、新材料、化工）,25-30k·13薪,北京-大兴区,5年以上,本科,斯泰恩拜斯
猎聘,计算机,计算机视觉算法⼯程师（药理影像与数字孪⽣）,10-22k,北京-大兴区,经验不限,硕士,康龙化成
猎聘,计算机,计算机辅助药物设计（药物设计专家）,30-45k·16薪,上海-杨浦区,1-5年,硕士,某上海人工智能公司
猎聘,计算机,应届毕业：物流管理专业或计算机相关=+机械目动化专业=（科工航天）,10-13k·14薪,呼和浩特-赛罕区,1年以下,硕士,某国内大型化工公司
猎聘,计算机,数字化方向-管培生（计算机相关专业）,12-18k·14薪,东莞-南城区,经验不限,统招本科,某知名公司
猎聘,计算机,计算机视觉算法专家,25-35k·13薪,苏州-工业园区,3年以上,本科,玉柴股份
猎聘,计算机,战略研究经理(量子计算机),25-45k·13薪,上海-徐汇区,3年以上,硕士,险峰(K2VC)
猎聘,计算机,博士后（计算机、软件开发方向）,35-45k,重庆-渝北区,经验不限,统招本科,湖南大学重庆研究院
猎聘,计算机,计算机视觉算法工程师（三维重建方向）,25-50k,上海,5-10年,硕士,某上海汽车零部件及配件上市公司
猎聘,计算机,视觉工程师（计算机视觉算法方向）,10-13k,南京-玄武区,经验不限,硕士,某知名公司
猎聘,计算机,徐州一中国际部双语计算机/数学教师,8-11k,徐州-云龙区,1-3年,本科,天霖教育
猎聘,计算机,计算机视觉算法专家,50-60k,北京-房山区,3-5年,博士,某知名公司
猎聘,计算机,硬件工程师（管控计算机模块设计）,10-25k,北京-大兴区,经验不限,统招本科,山东中科深链空间科技有限公司
猎聘,计算机,计算机视觉算法工程师,30-45k·15薪,北京-朝阳区,3-5年,硕士,美团
猎聘,计算机,飞控/飞管计算机系统工程师,10-15k,西安-雁塔区,5年以上,本科,某西安大型计算机硬件公司
猎聘,计算机,计算机视觉算法工程师-CV(3D 三维算法),30-55k·16薪,上海,3-5年,硕士,某上海智能硬件/消费电子上市公司
猎聘,计算机,计算机视觉算法工程师（三维重建方向）,30-60k·15薪,上海,3-5年,统招本科,某大型电子/半导体/集成电路公司
猎聘,计算机,计算机/人工智能高端科研/技术岗,25-55k·15薪,北京-门头沟区,经验不限,博士,中国兵器工业集团有限公司
猎聘,计算机,财务会计助理,6-7k,北京,经验不限,学历不限,北京南冥科技有限公司
猎聘,计算机,计算机视觉算法（动态感知）,30-60k·15薪,深圳,4年以上,硕士,某深圳大型智能硬件/消费电子公司
猎聘,计算机,商用计算机销售经理,15-30k,北京-海淀区,3年以上,统招本科,机械革命
猎聘,计算机, 算法专家（计算机视觉方向）,50-75k,北京,3-5年,学历不限,某北京专业技术服务公司
猎聘,计算机,嵌入式软件开发-安全计算机平台,50-80k·14薪,深圳,5-10年,统招本科,某深圳智能硬件/消费电子公司
猎聘,计算机,行政专员,4-7k,呼和浩特-赛罕区,1-3年,大专,内蒙古金韵贸易有限公司
猎聘,计算机,星载计算机设计师,30-60k·14薪,上海-闵行区,8年以上,统招本科,国星宇航
猎聘,计算机,计算机视觉/图像算法工程师,10-15k,济南-市中区,1年以上,硕士,山东金钟科技集团股份有限公司
猎聘,计算机,量子计算机测控系统软件开发工程师,30-45k·14薪,合肥-高新区,5-10年,统招本科,某大型知名通信设备公司
猎聘,计算机,（三维重建）中/高级计算机视觉算法工程师,50-80k·15薪,深圳,5-10年,统招本科,某深圳大型智能硬件/消费电子公司
猎聘,计算机,计算机视觉算法软件工程师,30-60k,苏州,4年以上,统招本科,某知名公司
