job_name,city,education,work_exp,company,salary_avg,data_source
计算机技术员,深圳,大专,经验不限,立即投递收藏,9500,智联
急招普工/操作工-月入8000（小区宿舍-包住）,天津,学历不限,经验不限,立即投递收藏,7000,智联
计算机老师,邢台,大专,经验不限,立即投递收藏,5000,智联
计算机硬件维护工程师-五险一金,武汉,大专,经验不限,立即投递收藏,10000,智联
计算机编程老师,泸州,本科,经验不限,立即投递收藏,7500,智联
专升本计算机老师,济南,学历不限,5-10年,立即投递收藏,125,智联
计算机硬件维护工程师,武汉,学历不限,经验不限,立即投递收藏,10500,智联
计算机硬件维护工程师,上海,大专,1-3年,立即投递收藏,11500,智联
计算机硬件维护专员+周末双休+五险一金,北京,大专,经验不限,立即投递收藏,10500,智联
计算机人才 应届生亦可,汕头,本科,经验不限,立即投递收藏,6000,智联
计算机文员,沧州,学历不限,1-3年,立即投递收藏,3000,智联
计算机技术客服【7000+ 提供住宿】,潍坊,大专,经验不限,立即投递收藏,6000,智联
中职计算机教师,连云港,本科,经验不限,立即投递收藏,5000,智联
计算机实习生2027届（可签三方实习协议）,广州,大专,经验不限,立即投递收藏,120,智联
计算机维修,上海,学历不限,经验不限,立即投递收藏,8000,智联
计算机实习生(纯盖章),厦门,中专/中技,经验不限,立即投递收藏,175,智联
计算机老师（专升本）,聊城,本科,经验不限,立即投递收藏,110,智联
计算机软件程序老师,邯郸,大专,1-3年,立即投递收藏,4000,智联
计算机硬件维护工程师,成都,学历不限,经验不限,立即投递收藏,10500,智联
计算机软件编程助理,合肥,大专,经验不限,立即投递收藏,4500,智联
计算机技术员,杭州,大专,经验不限,立即投递收藏,12000,智联
计算机硬件维护工程师,长沙,学历不限,经验不限,立即投递收藏,10500,智联
计算机系统设计与实现,秦皇岛,本科,经验不限,立即投递收藏,6500,智联
计算机硬件工程师,合肥,学历不限,经验不限,立即投递收藏,7000,智联
计算机硬件维护工程师,济南,学历不限,1-3年,立即投递收藏,5000,智联
计算机实习生,泉州,学历不限,经验不限,立即投递收藏,6000,智联
计算机硬件维护工程师,广州,学历不限,经验不限,立即投递收藏,10500,智联
计算机应用教师,宿州,本科,经验不限,立即投递收藏,7500,智联
计算机软件硬件实习生,辽源,大专,经验不限,立即投递收藏,2500,智联
计算机老师,宜宾,硕士,经验不限,立即投递收藏,6000,智联
计算机网络工程师 双休,重庆,大专,经验不限,立即投递收藏,6000,智联
计算机硬件维护工程师（要求银行网点运维经验）,长春,学历不限,1-3年,立即投递收藏,4000,智联
计算机类（2026届校招）,无锡,本科,经验不限,立即投递收藏,11500,智联
计算机实习生（可签实习三方协议）,南昌,大专,经验不限,立即投递收藏,120,智联
计算机硬件维护专员,济南,中专/中技,经验不限,立即投递收藏,7500,智联
计算机教师,济宁,本科,经验不限,立即投递收藏,7000,智联
专升本计算机老师,成都,本科,经验不限,立即投递收藏,10500,智联
大学物联网应用技术教师/大学计算机老师（带薪寒暑假）,福州,本科,3-5年,立即投递收藏,7000,智联
中专计算机平面设计老师,保定,本科,经验不限,立即投递收藏,3500,智联
计算机维修,苏州,中专/中技,1-3年,立即投递收藏,9000,智联
计算机等级老师,邯郸,大专,3-5年,立即投递收藏,4000,智联
专升本计算机授课老师,兰州,硕士,经验不限,立即投递收藏,6000,智联
4K计算机硬件维护工程师助理,武汉,学历不限,经验不限,立即投递收藏,6000,智联
计算机讲师,石家庄,本科,1-3年,立即投递收藏,6500,智联
双休+计算机助理（测试方向）,郑州,大专,经验不限,立即投递收藏,6500,智联
计算机教师,长春,本科,1-3年,立即投递收藏,5000,智联
语 数 英 机电 医护 计算机 财税 电商 体育 数媒 艺术,青岛,本科,1-3年,立即投递收藏,7500,智联
大学计算机教师,兰州,本科,1-3年,立即投递收藏,6000,智联
计算机硬件维护工程师,北京,学历不限,经验不限,立即投递收藏,10500,智联
计算机老师,佛山,大专,经验不限,立即投递收藏,6000,智联
兼职(线上)留学生辅导计算机社会政治哲学,石家庄,本科,经验不限,立即投递收藏,225,智联
计算机实习生2027届（可签三方实习协议）,厦门,大专,经验不限,立即投递收藏,120,智联
大专计算机教师,荆州,硕士,经验不限,立即投递收藏,6000,智联
专升本数学/计算机老师,晋中,本科,3-5年,立即投递收藏,5000,智联
高级技工学校计算机教师,保定,本科,1-3年,立即投递收藏,3500,智联
计算机科学与技术（大学老师）,抚州,硕士,经验不限,立即投递收藏,8000,智联
计算机技术员,武汉,大专,经验不限,立即投递收藏,7000,智联
计算机应用,南京,大专,经验不限,立即投递收藏,9500,智联
计算机老师,杭州,本科,经验不限,立即投递收藏,6000,智联
5K起计算机助理/双休,武汉,高中,经验不限,立即投递收藏,7000,智联
计算机应用专业教师,无锡,本科,3-5年,立即投递收藏,5000,智联
计算机网络技术,贵阳,大专,1-3年,立即投递收藏,7000,智联
技校计算机专业老师,保定,本科,经验不限,立即投递收藏,3500,智联
计算机动漫与游戏制作专业教师,日照,本科,1-3年,立即投递收藏,6500,智联
计算机网络管理员,石家庄,大专,经验不限,立即投递收藏,8500,智联
计算机任课教师,徐州,本科,1-3年,立即投递收藏,6000,智联
计算机网络硬件维护与维修工,哈尔滨,大专,10年以上,立即投递收藏,6000,智联
计算机教师（平面设计老师）,临沂,本科,经验不限,立即投递收藏,6000,智联
计算机科学与技术教师,廊坊,硕士,经验不限,立即投递收藏,7500,智联
计算机实习生2027届（可签三方协议）,贵阳,大专,经验不限,立即投递收藏,120,智联
计算机程序老师,邯郸,大专,3-5年,立即投递收藏,4000,智联
招两个计算机专业的,泰安,大专,经验不限,立即投递收藏,6000,智联
计算机专员,重庆,大专,经验不限,立即投递收藏,5000,智联
计算机教师（数媒方向）,临沂,本科,1-3年,立即投递收藏,6000,智联
计算机专业课老师（c语言、网页、网络）,沈阳,本科,5-10年,立即投递收藏,20000,智联
计算机维护工程师,杭州,大专,1-3年,立即投递收藏,10500,智联
计算机文员,南京,大专,经验不限,立即投递收藏,350,智联
诚聘计算机IT运维工程技术人员,吉安,大专,经验不限,立即投递收藏,6000,智联
机器人编程计算机指导师,开封,大专,经验不限,立即投递收藏,4500,智联
计算机（老代新 无经验实习生）,合肥,大专,1-3年,立即投递收藏,7500,智联
计算机工程师,武汉,大专,经验不限,立即投递收藏,9500,智联
计算机、财税、电商老师,青岛,学历不限,经验不限,立即投递收藏,10500,智联
计算机教师,保定,大专,1-3年,立即投递收藏,3500,智联
计算机系统管理员（非应届，13薪，早九晚六）,杭州,本科,1-3年,立即投递收藏,7000,智联
计算机网络,南京,本科,1-3年,立即投递收藏,5000,智联
计算机老师,郑州,本科,经验不限,立即投递收藏,6000,智联
计算机应用技术专任教师,重庆,本科,1-3年,立即投递收藏,6000,智联
计算机网络初级工程师,合肥,大专,经验不限,立即投递收藏,5000,智联
计算机考级老师,邯郸,大专,3-5年,立即投递收藏,4000,智联
计算机专业课老师,安阳,本科,1-3年,立即投递收藏,6500,智联
计算机硬件维护,贵阳,大专,1-3年,立即投递收藏,7000,智联
计算机技术支持,泰安,大专,经验不限,立即投递收藏,6500,智联
计算机文员,长春,大专,经验不限,立即投递收藏,6500,智联
计算机辅助设备管理员,天津,大专,1年以下,立即投递收藏,6000,智联
计算机老师(J10518),洛阳,本科,经验不限,立即投递收藏,5000,智联
计算机售后线上技术支持,泰安,学历不限,经验不限,立即投递收藏,5500,智联
计算机文员,惠州,大专,1-3年,立即投递收藏,7000,智联
中职计算机教师,福州,本科,经验不限,立即投递收藏,6500,智联
计算机实习生,眉山,本科,经验不限,立即投递收藏,110,智联
计算机科学与技术教师,济南,本科,经验不限,立即投递收藏,12000,智联
计算机老师,武汉,本科,1-3年,立即投递收藏,6500,智联
计算机网络助理,南昌,本科,经验不限,立即投递收藏,5500,智联
计算机工程师,西安,本科,1-3年,立即投递收藏,6500,智联
计算机硬件维护工程师,苏州,大专,1年以下,立即投递收藏,8500,智联
计算机教师,邯郸,本科,经验不限,立即投递收藏,5000,智联
计算机办公、设计软件老师,邯郸,大专,1-3年,立即投递收藏,4500,智联
计算机教师,石家庄,硕士,经验不限,立即投递收藏,7000,智联
计算机维修,淄博,大专,经验不限,立即投递收藏,3500,智联
计算机维修维护员,嘉兴,大专,1-3年,立即投递收藏,4500,智联
中职计算机网络技术专业教师,镇江,本科,经验不限,立即投递收藏,7000,智联
计算机技术类教师,泰安,本科,5-10年,立即投递收藏,430,智联
计算机文员,重庆,大专,经验不限,立即投递收藏,4500,智联
高薪计算机助理/五险一金,武汉,大专,经验不限,立即投递收藏,7000,智联
计算机专业教师+管住五险,郑州,大专,经验不限,立即投递收藏,6000,智联
计算机教师,长沙,本科,1-3年,立即投递收藏,6000,智联
计算机硬件网络维护工程师（应届或实习生）,北京,本科,经验不限,立即投递收藏,160,智联
计算机教师,天津,大专,经验不限,立即投递收藏,6500,智联
计算机专业教学助理,石河子市,本科,经验不限,立即投递收藏,5500,智联
计算机辅助设计师,安庆,大专,经验不限,立即投递收藏,4000,智联
计算机文员,沈阳,本科,经验不限,立即投递收藏,5500,智联
计算机老师,济南,学历不限,经验不限,立即投递收藏,5000,智联
沿海计算机老师,南通,本科,经验不限,立即投递收藏,6500,智联
计算机应用专业老师,石家庄,本科,3-5年,立即投递收藏,4000,智联
计算机硬件维护工程师,南京,大专,1年以下,立即投递收藏,8500,智联
计算机专业教师,临沂,本科,1-3年,立即投递收藏,6000,智联
单招计算机老师,石家庄,大专,1-3年,立即投递收藏,4500,智联
计算机维护工程师,武汉,大专,1-3年,立即投递收藏,9000,智联
计算机教师,哈尔滨,本科,3-5年,立即投递收藏,4500,智联
计算机制造基层岗,金华,大专,经验不限,立即投递收藏,4500,智联
计算机老师,成都,本科,经验不限,立即投递收藏,5500,智联
计算机辅助设计师,许昌,本科,经验不限,立即投递收藏,150,智联
计算机网络维护维修,天津,大专,1-3年,立即投递收藏,5000,智联
计算机讲师,保定,本科,经验不限,立即投递收藏,7500,智联
计算机软件技术岗,北京,本科,经验不限,立即投递收藏,13500,智联
中职计算机专业教师,连云港,本科,经验不限,立即投递收藏,5000,智联
大专计算机教师,哈尔滨,硕士,3-5年,立即投递收藏,5000,智联
计算机及财务软件操作员,开封,大专,经验不限,立即投递收藏,4500,智联
计算机网络工程师,重庆,大专,经验不限,立即投递收藏,6000,智联
计算机网页及手机APP制作人员助理,武汉,本科,经验不限,立即投递收藏,4500,智联
计算机网络技术专业教师,日照,本科,经验不限,立即投递收藏,6500,智联
计算机基础 | 专升本,德阳,本科,1-3年,立即投递收藏,7500,智联
计算机网络管理员,广州,大专,经验不限,立即投递收藏,13000,智联
计算机维修,南京,中专/中技,1-3年,立即投递收藏,9000,智联
计算机实习生2027届，可签三方,福州,大专,经验不限,立即投递收藏,120,智联
计算机硬件工程师助理,石家庄,大专,经验不限,立即投递收藏,7500,智联
计算机专业教师,眉山,硕士,经验不限,立即投递收藏,9000,智联
计算机老师,石家庄,本科,1-3年,立即投递收藏,7500,智联
计算机硬件维护工程师,天津,大专,1-3年,立即投递收藏,9000,智联
计算机网络管理员,上海,大专,1-3年,立即投递收藏,14000,智联
专业技术岗（计算机通信/监控）,克孜勒苏柯尔克孜,本科,经验不限,立即投递收藏,175,智联
计算机工程师,绍兴,本科,经验不限,立即投递收藏,10500,智联
计算机教师,新乡,硕士,经验不限,立即投递收藏,6000,智联
计算机专业教师,信阳,本科,经验不限,立即投递收藏,4500,智联
中职计算机专业教师（UI/平面设计/影视剪辑方向）,郑州,本科,1-3年,立即投递收藏,6500,智联
语 数 英 机电 医护 计算机 财税 电商 体育 数媒 艺设,青岛,本科,1-3年,立即投递收藏,8500,智联
计算机助教,泰州,本科,经验不限,立即投递收藏,6000,智联
计算机系统管理员（非应届，13薪，早九晚六）,广州,本科,1-3年,立即投递收藏,7000,智联
计算机公共课教师,长春,硕士,经验不限,立即投递收藏,6000,智联
计算机技术,郑州,学历不限,1年以下,立即投递收藏,5500,智联
计算机管理员,广州,本科,1-3年,立即投递收藏,8500,智联
计算机基础老师,沈阳,本科,3-5年,立即投递收藏,15000,智联
计算机老师,洛阳,本科,1-3年,立即投递收藏,6000,智联
计算机等级老师招聘,邯郸,大专,3-5年,立即投递收藏,4000,智联
计算机专员,石家庄,学历不限,经验不限,立即投递收藏,4000,智联
计算机硬件维护工程师,西安,大专,1-3年,立即投递收藏,8000,智联
计算机信息系统技术员,深圳,本科,1-3年,立即投递收藏,10500,智联
计算机编程实习生,杭州,本科,经验不限,立即投递收藏,125,智联
python工程师/算法工程师,重庆,学历不限,1-3年,立即投递收藏,12000,智联
国际教育计算机老师,重庆,本科,经验不限,立即投递收藏,17500,智联
计算机科学与技术岗位专任教师,巴音郭楞,博士,经验不限,立即投递收藏,9000,智联
计算机应用与技术专任教师,德州,硕士,经验不限,立即投递收藏,6500,智联
计算机工程师,南京,本科,3-5年,立即投递收藏,11500,智联
中小学计算机AI方向教师（北京校区）,北京,硕士,经验不限,立即投递收藏,15000,智联
计算机高层次教师,重庆,本科,5-10年,立即投递收藏,8500,智联
计算机维护工程师,南京,本科,经验不限,立即投递收藏,9000,智联
[27届暑期实习]计算机整合制造工程师(CIM),南京,硕士,经验不限,立即投递收藏,195,智联
大数据学院-计算机科学与技术类教师,泰安,硕士,经验不限,立即投递收藏,7000,智联
计算机辅助设计师/助理,深圳,本科,经验不限,立即投递收藏,11500,智联
计算机老师 理科老师,保定,大专,经验不限,立即投递收藏,4000,智联
专升本计算机教师,兰州,本科,1-3年,立即投递收藏,4500,智联
实施工程师（计算机方向）,北京,大专,经验不限,立即投递收藏,6500,智联
大学计算机讲师,沈阳,硕士,3-5年,立即投递收藏,7500,智联
计算机兼电子专业教师,长沙,本科,1-3年,立即投递收藏,6500,智联
计算机信息管理专员,德州,本科,1-3年,立即投递收藏,13000,智联
计算机、物联网、大数据、电子竞技等专业教师,保定,本科,经验不限,立即投递收藏,5000,智联
计算机维护工程师,呼和浩特,大专,经验不限,立即投递收藏,5000,智联
计算机维护工程师（实习岗）,石家庄,大专,经验不限,立即投递收藏,125,智联
AI计算机撰稿编辑,石家庄,本科,经验不限,立即投递收藏,6500,智联
计算机技术人员3000-4500,秦皇岛,大专,3-5年,立即投递收藏,4500,智联
计算机教师,重庆,本科,1-3年,立即投递收藏,5000,智联
计算机维修,秦皇岛,学历不限,经验不限,立即投递收藏,4500,智联
计算机文员,福州,中专/中技,经验不限,立即投递收藏,8000,智联
计算机硬件维护工程师,黔南,中专/中技,1年以下,立即投递收藏,6000,智联
计算机学院专任教师,佛山,硕士,经验不限,立即投递收藏,12000,智联
计算机维修,长春,大专,1-3年,立即投递收藏,5500,智联
计算机网络管理员,运城,大专,经验不限,立即投递收藏,3500,智联
大学计算机教师,哈尔滨,硕士,1-3年,立即投递收藏,8000,智联
计算机教师,武汉,硕士,经验不限,立即投递收藏,6500,智联
计算机硬件维护工程师,安庆,大专,经验不限,立即投递收藏,5000,智联
计算机技术支持专员,长沙,大专,1-3年,立即投递收藏,10500,智联
计算机维护工程师,重庆,大专,3-5年,立即投递收藏,6500,智联
计算机应用人员,开封,大专,经验不限,立即投递收藏,4500,智联
计算机硬件维护工程师,石家庄,大专,经验不限,立即投递收藏,7500,智联
专升本计算机基础教师,大连,硕士,1-3年,立即投递收藏,6000,智联
计算机网络技术教师,宿州,本科,经验不限,立即投递收藏,7500,智联
计算机基础讲师（设计类）,保定,本科,1年以下,立即投递收藏,6500,智联
计算机类专业教师,福州,硕士,经验不限,立即投递收藏,11000,智联
计算机运维工程师,新乡,大专,经验不限,立即投递收藏,4500,智联
计算机网络工程师,德州,学历不限,1-3年,立即投递收藏,4500,智联
大学计算机教师,唐山,硕士,经验不限,立即投递收藏,6000,智联
计算机教师,大连,本科,1-3年,立即投递收藏,10500,智联
计算机专业教师,湖州,硕士,经验不限,立即投递收藏,10500,智联
网络及计算机硬件维护工程师,大连,大专,经验不限,立即投递收藏,6000,智联
计算机管理员,新乡,大专,1-3年,立即投递收藏,3500,智联
售后技术支持（计算机专业优先）,佛山,大专,经验不限,立即投递收藏,4500,智联
计算机硬件技术员,深圳,大专,1-3年,立即投递收藏,7000,智联
专升本汉语言文学、旅游管理、计算机等教师,昆明,本科,经验不限,立即投递收藏,7000,智联
诚聘医药生产经营企业计算机信息部主管,吉安,大专,经验不限,立即投递收藏,4500,智联
计算机-成都光华技工学校,成都,本科,经验不限,立即投递收藏,5500,智联
计算机软件硬件技术工程师,扬州,大专,3-5年,立即投递收藏,6000,智联
计算机编程员,广州,大专,3-5年,立即投递收藏,10500,智联
计算机网络技术教师,烟台,本科,3-5年,立即投递收藏,7000,智联
计算机、物联网、大数据专业专任教师,长春,硕士,经验不限,立即投递收藏,6500,智联
计算机教师,青岛,硕士,经验不限,立即投递收藏,5000,智联
计算机老师,鹤壁,本科,1-3年,立即投递收藏,4000,智联
职高计算机教师5-8k+五险+包食宿,呼和浩特,大专,3-5年,立即投递收藏,6500,智联
专升本计算机老师,天津,本科,1-3年,立即投递收藏,9000,智联
文员内勤（计算机/财务/可应届）,保定,本科,经验不限,立即投递收藏,4000,智联
计算机辅助设备管理员,南京,本科,经验不限,立即投递收藏,7500,智联
计算机与物联网学院专任教师,重庆,硕士,3-5年,立即投递收藏,8500,智联
大学计算机教师,保定,硕士,经验不限,立即投递收藏,5000,智联
数字技术产业学院专任教师——计算机工程系,郑州,硕士,经验不限,立即投递收藏,6000,智联
计算机教师,无锡,硕士,经验不限,立即投递收藏,6000,智联
计算机技术开发岗,淄博,硕士,3-5年,立即投递收藏,9500,智联
计算机软件操维护,鹤壁,大专,经验不限,立即投递收藏,3000,智联
计算机硬件技术员,广州,大专,1-3年,立即投递收藏,7000,智联
计算机/安防技术人员,乐山,学历不限,经验不限,立即投递收藏,5000,智联
计算机工程师,合肥,本科,经验不限,立即投递收藏,7500,智联
计算机硬件工程师,镇江,大专,经验不限,立即投递收藏,9000,智联
计算机维护工程师,长春,本科,1-3年,立即投递收藏,7000,智联
计算机网络管理员,杭州,大专,1-3年,立即投递收藏,13000,智联
高校计算机讲师（软件工程）,日照,硕士,经验不限,立即投递收藏,9000,智联
计算机维修驻场工程师,石家庄,大专,经验不限,立即投递收藏,3500,智联
兼职计算机教师,南昌,本科,1-3年,立即投递收藏,3500,智联
高中计算机教师,沧州,大专,经验不限,立即投递收藏,6000,智联
计算机及网络工程师,天津,本科,1-3年,立即投递收藏,7500,智联
计算机信息类专业教师,西安,硕士,经验不限,立即投递收藏,8000,智联
计算机老师,西安,本科,1年以下,立即投递收藏,6000,智联
计算机系统管理员,东莞,本科,经验不限,立即投递收藏,8000,智联
专升本助教老师（高数、语文、英语、计算机、政治）,济南,本科,经验不限,立即投递收藏,7500,智联
计算机专业教师,聊城,本科,1年以下,立即投递收藏,5000,智联
计算机软件工程师,张家口,本科,1-3年,立即投递收藏,9000,智联
计算机网络技术工程师,福州,大专,经验不限,立即投递收藏,9000,智联
计算机硬件维护工程师,南宁,大专,1-3年,立即投递收藏,10000,智联
计算机教师,东莞,本科,经验不限,立即投递收藏,6000,智联
储备干部（计算机/软件方向）,镇江,大专,经验不限,立即投递收藏,265,智联
计算机老师,南通,本科,经验不限,立即投递收藏,5500,智联
计算机专业教师兼班主任,肇庆,大专,3-5年,立即投递收藏,8000,智联
诚聘普工/操作工,金华,大专,经验不限,立即投递收藏,4000,智联
计算机专员,郑州,大专,经验不限,立即投递收藏,8500,智联
计算机教师,九江,本科,经验不限,立即投递收藏,9500,智联
专业科教师（电子技术/计算机/旅游/护理/美术/船舶）,武汉,本科,1-3年,立即投递收藏,7000,智联
2027届计算机实习生,济南,大专,经验不限,立即投递收藏,135,智联
电气 计算机 机械专业编辑,济南,博士,1-3年,立即投递收藏,25000,智联
5K起招计算机技术支持/助理+双休,重庆,大专,经验不限,立即投递收藏,7500,智联
计算机文员,太原,大专,经验不限,立即投递收藏,3500,智联
计算机网络技术专任老师,长沙,本科,经验不限,立即投递收藏,7000,智联
计算机化系统合规管理员,黄冈,本科,3-5年,立即投递收藏,6500,智联
计算机专员,江门,大专,经验不限,立即投递收藏,6500,智联
计算机科学与技术教师,长春,硕士,经验不限,立即投递收藏,6000,智联
计算机软件教师,聊城,本科,1-3年,立即投递收藏,4000,智联
计算机专任教师,湖州,硕士,经验不限,立即投递收藏,10500,智联
计算机网络应用专任教师,深圳,硕士,经验不限,立即投递收藏,10500,智联
计算机专员,淄博,大专,经验不限,立即投递收藏,6500,智联
平面及三维设计相关专业老师（计算机学院）,抚州,硕士,1-3年,立即投递收藏,9000,智联
计算机专业教师,大连,本科,1-3年,立即投递收藏,6000,智联
计算机专升本讲师,济南,本科,1-3年,立即投递收藏,10000,智联
无人机/机器人/计算机编程教师,泉州,本科,1-3年,立即投递收藏,4500,智联
计算机硬件工程师,重庆,大专,1-3年,立即投递收藏,11000,智联
计算机网络测试助理,沈阳,大专,经验不限,立即投递收藏,7000,智联
计算机专员,太原,大专,经验不限,立即投递收藏,4000,智联
计算机教师,南京,本科,1-3年,立即投递收藏,11500,智联
计算机网络技术、物联网、大数据专业教师,石家庄,硕士,1-3年,立即投递收藏,6000,智联
计算机视觉工程师,常州,大专,3-5年,立即投递收藏,12500,智联
计算机专业教师,济南,本科,1-3年,立即投递收藏,7500,智联
重庆专升本讲师（英语/高数/计算机/语文）,重庆,本科,3-5年,立即投递收藏,10500,智联
计算机网络管理员,台州,大专,1-3年,立即投递收藏,6500,智联
计算机专业教学助理,阿拉尔市,本科,经验不限,立即投递收藏,5500,智联
计算机网络技术专业教师,北京,硕士,3-5年,立即投递收藏,16000,智联
计算机硬件维护工程师,大连,学历不限,经验不限,立即投递收藏,6500,智联
计算机技术专员,郑州,大专,1-3年,立即投递收藏,4500,智联
计算机网络管理员,昆明,大专,1-3年,立即投递收藏,8500,智联
计算机专职教师,兰州,硕士,经验不限,立即投递收藏,7000,智联
计算机网络老师,海口,本科,3-5年,立即投递收藏,5500,智联
计算机专业教师,南昌,硕士,经验不限,立即投递收藏,7000,智联
人工智能 / 计算机专业教材编校,武汉,本科,经验不限,立即投递收藏,7500,智联
计算机类，电子信息类，航空航天类等专任教师,西安,硕士,经验不限,立即投递收藏,10500,智联
计算机网络工程师,苏州,大专,1-3年,立即投递收藏,5500,智联
计算机大学老师,昆明,本科,3-5年,立即投递收藏,9000,智联
计算机软件培训老师,北京,本科,3-5年,立即投递收藏,150,智联
计算机专业教师,合肥,硕士,经验不限,立即投递收藏,5000,智联
大学计算机相关专业教师,长春,硕士,经验不限,立即投递收藏,6500,智联
计算机网络技术专业教师,重庆,硕士,经验不限,立即投递收藏,8000,智联
计算机基础讲师,保定,本科,1-3年,立即投递收藏,8500,智联
计算机维修维护员,张家口,中专/中技,经验不限,立即投递收藏,2500,智联
计算机维修,天津,中专/中技,经验不限,立即投递收藏,4000,智联
计算机硬件技术员,大连,学历不限,1-3年,立即投递收藏,5500,智联
计算机教师,成都,本科,1-3年,立即投递收藏,6500,智联
计算机技术助理,淄博,高中,经验不限,立即投递收藏,7500,智联
计算机老师(007761),攀枝花,硕士,经验不限,立即投递收藏,5500,智联
计算机岗位,长春,本科,5-10年,立即投递收藏,5000,智联
研发助理兼计算机管理员,长沙,大专,1-3年,立即投递收藏,6000,智联
计算机老师,鄂尔多斯,本科,1-3年,立即投递收藏,6000,智联
24-26届机械数控计算机理工类大专毕业生,赣州,大专,经验不限,立即投递收藏,7500,智联
计算机类专利代理人助理,洛阳,本科,经验不限,立即投递收藏,6000,智联
计算机学院公共课教师,武汉,硕士,经验不限,立即投递收藏,6500,智联
管培生（计算机方向）,青岛,本科,经验不限,立即投递收藏,6000,智联
计算机软硬件维护工程师,宜宾,大专,3-5年,立即投递收藏,5500,智联
售前技术支持（有中级计算机技术与软件专业技术资格证书）,周口,本科,3-5年,立即投递收藏,8000,智联
计算机平面教师,长春,大专,3-5年,立即投递收藏,5000,智联
春考计算机老师,济南,本科,经验不限,立即投递收藏,7500,智联
计算机教师,沈阳,本科,1-3年,立即投递收藏,4000,智联
计算机网络工程师,济南,大专,经验不限,立即投递收藏,4500,智联
计算机专业人员,濮阳,本科,经验不限,立即投递收藏,7500,智联
计算机专业课讲师,徐州,硕士,3-5年,立即投递收藏,15000,智联
计算机科学与技术教师,福州,硕士,经验不限,立即投递收藏,10000,智联
（初中级）IT技术支持计算机,成都,高中,经验不限,立即投递收藏,10500,智联
信息维护专员/计算机软硬件,辽源,大专,3-5年,立即投递收藏,5500,智联
计算机化系统管理（IT合规管理）,石家庄,本科,1-3年,立即投递收藏,10500,智联
计算机网络管理员-双休,泰安,本科,1-3年,立即投递收藏,4000,智联
计算机软硬件维护/机房管理,长沙,大专,1-3年,立即投递收藏,5500,智联
计算机硬件维护工程师,东莞,学历不限,经验不限,立即投递收藏,7000,智联
计算机科学与技术、软件,郑州,本科,经验不限,立即投递收藏,7500,智联
考研计算机讲师,太原,本科,经验不限,立即投递收藏,9000,智联
计算机软件专利代理人助理,洛阳,本科,经验不限,立即投递收藏,6000,智联
计算机网络管理员,天津,学历不限,1年以下,立即投递收藏,5000,智联
计算机管理员,北京,大专,3-5年,立即投递收藏,16000,智联
计算机视觉工程师,沈阳,大专,经验不限,立即投递收藏,7000,智联
计算机硬件维护工程师,东营,学历不限,经验不限,立即投递收藏,8000,智联
大学计算机教师,石家庄,硕士,经验不限,立即投递收藏,6500,智联
计算机网络管理员,哈尔滨,大专,经验不限,立即投递收藏,9000,智联
计算机与网络工程师,宜昌,本科,3-5年,立即投递收藏,6500,智联
高中计算机老师,铜仁,本科,经验不限,立即投递收藏,8500,智联
计算机硬件驻点工程师,宁波,大专,经验不限,立即投递收藏,4500,智联
计算机及网络管理员,鞍山,大专,1-3年,立即投递收藏,3500,智联
计算机网络工程师,太原,本科,3-5年,立即投递收藏,11500,智联
计算机网络工程师,郑州,大专,经验不限,立即投递收藏,7000,智联
计算机网络管理员,长春,大专,1-3年,立即投递收藏,8500,智联
学校实验中心计算机类实验室 - 技术人员,咸阳,本科,1-3年,立即投递收藏,5500,智联
计算机学院专职教师,成都,硕士,3-5年,立即投递收藏,6000,智联
计算机硬件销售,成都,大专,经验不限,立即投递收藏,12000,智联
PyQt软件开发工程师,石家庄,本科,经验不限,立即投递收藏,10500,智联
计算机老师（数据分析方向·提供系统培训）,广州,本科,经验不限,立即投递收藏,10500,智联
计算机系统工程师,宁波,本科,经验不限,立即投递收藏,15000,智联
计算机辅助设计师(超长年假）,天津,学历不限,1年以下,立即投递收藏,5000,智联
计算机网络工程师,包头,大专,1-3年,立即投递收藏,7000,智联
计算机设备维护专员（新疆外派）,廊坊,大专,经验不限,立即投递收藏,9000,智联
计算机硬件维护技术员,淄博,大专,经验不限,立即投递收藏,3500,智联
计算机工程教师,沈阳,本科,1-3年,立即投递收藏,5000,智联
计算机硬件工程师,徐州,大专,1-3年,立即投递收藏,4500,智联
计算机教师,上海,硕士,经验不限,立即投递收藏,10000,智联
计算机专业教师(J11294),哈尔滨,硕士,1年以下,立即投递收藏,8500,智联
通信、机械、电子信息、电气、计算机、自动化专利工程师,鹤壁,本科,经验不限,立即投递收藏,6500,智联
计算机硬件维护工程师,临沂,中专/中技,1-3年,立即投递收藏,5000,智联
计算机硬件维护工程师,凉山,本科,1-3年,立即投递收藏,5000,智联
AI开发工程师,上海,本科,1-3年,立即投递收藏,16500,智联
计算机网络管理员,北京,大专,经验不限,立即投递收藏,14000,智联
小学计算机教师,天津,本科,经验不限,立即投递收藏,10000,智联
理工科技学院--计算机科学系助理导师,珠海,本科,经验不限,立即投递收藏,8000,智联
技术指导岗（计算机类方向）,九江,本科,1-3年,立即投递收藏,7000,智联
中职计算机班主任,呼和浩特,大专,1-3年,立即投递收藏,6000,智联
计算机文员,上海,硕士,经验不限,立即投递收藏,8500,智联
