job_name,city,education,work_exp,company,salary_avg,data_source
系统集成工程师,北京,本科,无需经验,北京欧兴科技,7500,前程无忧
信息化 /IT 专员,,本科,无需经验,北京望优兴铭酒店管理,10500,前程无忧
系统管理员（双休+补贴）,北京,大专,无需经验,河南星芽网络科技,9500,前程无忧
运维工程师-北京华北,北京,本科,1-3年,南京国瑞能源科技,8500,前程无忧
运维调试工程师—有师傅带—五险一金,北京,大专,无需经验,北京欧兴科技,7000,前程无忧
技术支持工程师-2轮远程面试,北京,本科,3年及以上,深圳建广数字科技有限公司青岛,20000,前程无忧
实施工程师,北京,本科,无需经验,上海狩利信息科技,10000,前程无忧
微软L1工程师（一线技术支持）(J10312),北京,大专,1年,北京昆仑联通科技发展,12500,前程无忧
渗透测试工程师,,大专,1年及以上,广州万方计算机科技,500,前程无忧
数据标注（双休）,北京,大专,无需经验,河南腾桓人力资源,10000,前程无忧
硬件运维工程师,北京,大专,无需经验,北京中瓴时代科技,9500,前程无忧
通信技术工程师,北京,大专,无需经验,上海狩利信息科技,11000,前程无忧
系统工程师（双休+补贴）,北京,大专,无需经验,河南星芽网络科技,10000,前程无忧
通信网络工程师,天津,本科,1年及以上,北京安鸿羽机械设备,8500,前程无忧
物联网平台技术经理,北京,本科,5年及以上,前锦网络信息技术（上海）,25000,前程无忧
数据分析助理,北京,大专,无需经验,四川非凡网毅科技,7000,前程无忧
三维C++软件研发工程师,北京,本科,3年及以上,正雅齿科科技（上海）,22500,前程无忧
云平台运维岗,北京,本科,1年及以上,中国银行保险信息技术管理,20000,前程无忧
项目工程师,北京,大专,无需经验,北京京铭宏硕科技,9500,前程无忧
信息技术部助理,北京,本科,3年及以上,北京金诚同达律师事务所,9000,前程无忧
数据通信工程师（双休+补贴）,北京,大专,无需经验,河南星芽网络科技,10000,前程无忧
药物警戒经理/专员,北京,本科,3年及以上,江苏群岳企业管理咨询,25000,前程无忧
软件功能体验员（双休）,北京,大专,无需经验,山东凯恩人力资源,10000,前程无忧
技术支持工程师,北京,本科,1年及以上,深圳市瑞意博信息技术,7000,前程无忧
实施工程师（双休+补贴）,北京,大专,无需经验,河南星芽网络科技,10000,前程无忧
桌面支持工程师,北京,本科,1年及以上,北京益久基业科技,6500,前程无忧
网络工程师（双休+补贴）,北京,大专,无需经验,河南星芽网络科技,10000,前程无忧
业务系统操作员,北京,大专,无需经验,北京棱澈科技,10000,前程无忧
数通售后工程师,北京,本科,无需经验,北京泰阳和正科技发展,11500,前程无忧
综合质量管理岗,北京,本科,3年及以上,航天科工空间工程发展,20000,前程无忧
数通工程师,北京,本科,1-3年,北京泰阳和正科技发展,10000,前程无忧
系统集成工程师,北京,大专,无需经验,北京京铭宏硕科技,9000,前程无忧
通信工程师助理,北京,大专,无需经验,北京中瓴时代科技,8500,前程无忧
网络运维工程师,北京,本科,5年及以上,上海融和元储能源,17500,前程无忧
信息录入员（五险一金+周末双休）,北京,大专,无需经验,材运多多（北京）科技,9750,前程无忧
硬件产品经理,石家庄,本科,无需经验,北京安鸿羽机械设备,9000,前程无忧
储备硬件工程师,北京,本科,无需经验,北京中科腾越科技发展,50000,前程无忧
云计算存储运维（线上面试）,北京,大专,3年及以上,上海速强信息技术,10500,前程无忧
AI技术经理(J10173),北京,硕士,3年及以上,上海索辰信息科技,35000,前程无忧
高性能并行计算开发工程师,北京,硕士,无需经验,北京三星通信技术研究,22500,前程无忧
信息录入（五险一金，双休）,北京,大专,无需经验,山东星智海人力资源,7500,前程无忧
大数据调研员（五险一金双休）,北京,大专,无需经验,合肥喜兔驿站货运代理,7000,前程无忧
iOS APP开发工程师,北京,本科,3年及以上,国广融合（北京）传媒科技发展,30000,前程无忧
AI工程师,北京,本科,1年及以上,北京国富会计师事务所（特殊普通合伙）,7000,前程无忧
初级硬件测试工程师,北京,本科,1年及以上,北京中科泰佳电子科技,8000,前程无忧
信息录入专员+五险+双休,北京,大专,无需经验,潍坊市博远人力资源,10500,前程无忧
技术工程师,北京,大专,无需经验,北京中瓴时代科技,9500,前程无忧
项目经理（电网行业）,北京,本科,6年及以上,佰聆数据股份有限公司北京,22500,前程无忧
网络调研(五险一金双休）,北京,大专,无需经验,合肥喜兔驿站货运代理,7000,前程无忧
云计算产品战略专家-北京(J13510),北京,本科,10年及以上,曙光信息产业,50000,前程无忧
北京通州区AI机器人数据采集员7男3女,北京,大专,无需经验,河北猎达人力资源服务,6500,前程无忧
技术内勤（双休）,北京,大专,无需经验,河南腾桓人力资源,10000,前程无忧
资料录入员（五险+补贴）,北京,大专,无需经验,济南古之文化传媒,10500,前程无忧
AI大模型芯片市场总监/经理,北京,本科,2年及以上,进迭时空（杭州）科技,35000,前程无忧
高性能计算工程师,北京,本科,1-3年,进迭时空（杭州）科技,50000,前程无忧
北京海淀中关村机器人AI数据采集员5人,北京,大专,无需经验,河北猎达人力资源服务,5500,前程无忧
档案管理员（双休+五险）,北京,大专,无需经验,济南古之文化传媒,10500,前程无忧
数据标注（五险一金 包食宿）,北京,大专,无需经验,安阳利博信息技术服务,10500,前程无忧
网络信息安全工程师,北京,大专,无需经验,河南星芽网络科技,10000,前程无忧
临床协调经理(北京）-非肿项目患者招募,北京,本科,2年及以上,海思科医药集团,20000,前程无忧
档案管理员（双休）,北京,大专,无需经验,北京屿博智能科技,10000,前程无忧
投资交易部信用研究岗(000815),北京,硕士,3年及以上,国盛证券,20000,前程无忧
初级软件工程师,北京,大专,无需经验,上海狩利信息科技,9500,前程无忧
数字技术研究部 智能体助手开发实习生,北京,本科,无需经验,日立（中国）,200,前程无忧
档案管理员（双休 五险一金）,北京,大专,无需经验,北京棱澈科技,10000,前程无忧
信息录入专员助理（五险一金+双休）,北京,大专,无需经验,材运多多（北京）科技,9750,前程无忧
通信测试工程师,北京,本科,无需经验,北京通和实益电信科学技术研究所,8000,前程无忧
工业机器人运维员（双休）,北京,大专,无需经验,山东凯恩人力资源,10000,前程无忧
测试工程师,北京,本科,无需经验,温州联虹智科网络科技,7000,前程无忧
数据咨询助理（五险双休）,北京,大专,无需经验,合肥喜兔驿站货运代理,7000,前程无忧
调度员（五险一金 包食宿）,北京,大专,无需经验,河南腾桓人力资源,10000,前程无忧
机器人开发工程师,北京,本科,无需经验,上海仁廉信息科技,15000,前程无忧
高薪/双休/闸机口设备运维,北京,中技/中专,无需经验,河北铁聘科技发展,9500,前程无忧
行业研究员,北京,博士,无需经验,广州赛宝认证中心服务,22500,前程无忧
整机测试,北京,大专,1年及以上,北京天航星际人力资源有限公司苏州,7500,前程无忧
数据调研助理（五险双休）,北京,大专,无需经验,合肥喜兔驿站货运代理,7000,前程无忧
国际金融与经济研究中心初/中级研究专员,北京,硕士,无需经验,清华大学,9000,前程无忧
fae现场应用工程师(机器人）,北京,本科,3年及以上,上海微创软件,13500,前程无忧
无人机测试工程师,北京,大专,无需经验,河南星芽网络科技,9500,前程无忧
ibm小机存储工程师,北京,大专,3年及以上,北京银信长远科技,11500,前程无忧
智能农机系统运维工程师,北京,大专,3-4年,北京市农林科学院信息技术研究中心,7500,前程无忧
轨道设备运维/月入过万,北京,,无需经验,河北庆瑞轨道交通,9000,前程无忧
机电工程师,北京,大专,无需经验,北京中瓴时代科技,9000,前程无忧
导航算法工程师,北京,本科,5-8年,北京御骅哲曦科技,27000,前程无忧
智能农机系统产品技术支持专员,北京,大专,1年,北京市农林科学院信息技术研究中心,7000,前程无忧
智能运维+带薪年假/五险一金,北京,,无需经验,河北庆瑞轨道交通,9000,前程无忧
打印机复印机学徒,北京,中技/中专,无需经验,北京华宇北创科技,5250,前程无忧
机电工程师,北京,大专,无需经验,北京欧兴科技,7000,前程无忧
机电工程师,北京,大专,无需经验,上海目柏机电,9000,前程无忧
AFC轨道设备运维/月入过万,北京,,无需经验,河北庆瑞轨道交通,9000,前程无忧
机电工程师,郑州,大专,无需经验,郑州如森信息科技,9500,前程无忧
通讯技术工程师,北京,大专,1年及以上,安阳启阳信息技术服务,11000,前程无忧
机器人运动控制算法工程师,北京,本科,1-3年,北京易美创研科技,22500,前程无忧
月入过万/带薪年假+设备运维,北京,,无需经验,河北庆瑞轨道交通,9000,前程无忧
线上家教辅导  50/小时,,本科,无需经验,铁岭亿禾教育科技,300,前程无忧
机器人研发软件工程师,北京,本科,1-3年,深圳蚂蚁工场科技,22500,前程无忧
前台接待（五险一金 包食宿）,北京,本科,无需经验,河南腾桓人力资源,8500,前程无忧
物联网工程师,北京,大专,1年及以上,安阳启阳信息技术服务,11000,前程无忧
afc设备运维工程师+包吃住,北京,中技/中专,无需经验,石家庄轨通智能科技,7000,前程无忧
设备调试工程师,北京,大专,无需经验,北京中瓴时代科技,10500,前程无忧
嵌入式硬件开发,北京,本科,无需经验,上海目柏机电,10000,前程无忧
售后技术支持工程师,北京,大专,3-4年,北京三瓦应用技术,15000,前程无忧
飞行汽车/无人机飞控开发工程师,北京,博士,1年及以上,深圳市阿拉丁无人机,22500,前程无忧
航空发动机试车台工程师,北京,本科,4年及以上,北京航空发动机维修,15000,前程无忧
CNC/数控操机,北京,大专,3-5年,北京普惠三航科技,7500,前程无忧
机械工程师,北京,大专,无需经验,郑州如森信息科技,10000,前程无忧
医学联络官/MSL-胃癌-北京,北京,硕士,2年及以上,第一三共（中国）投资,24000,前程无忧
机械工程师,北京,大专,无需经验,上海目柏机电,9000,前程无忧
机械工程师,北京,大专,2年及以上,河南哲步电子科技,10500,前程无忧
全国分支机构-投资顾问岗,北京,本科,2年及以上,西南证券,10500,前程无忧
自动化设备工程师,北京,大专,无需经验,北京中瓴时代科技,10000,前程无忧
系统运维工程师,北京,,无需经验,上海落花轲科技,10500,前程无忧
设备运维检修/包食宿,北京,,无需经验,石家庄华轨企业管理,7500,前程无忧
系统管理员,北京,大专,1年及以上,北京硕文恒达商贸,7000,前程无忧
设备维护工程师,北京,大专,1年及以上,上海仁廉信息科技,10500,前程无忧
技术支持工程师（北京）,北京,大专,1-3年,正元智慧集团,6000,前程无忧
AI老师,北京,本科,1年及以上,大鸣教育科技（北京）,3000,前程无忧
工程项目工程师CXFZ,北京,大专,无需经验,北京中盾安民分析技术,8000,前程无忧
IT维护专员,北京,大专,1年及以上,北京硕文恒达商贸,7500,前程无忧
研发部——AI研发工程师,北京,本科,无需经验,人民网,15000,前程无忧
桌面运维支持（北京 IT技术）,北京,大专,3年及以上,广州市宏意星计算机系统服务,8000,前程无忧
IT运维工程师V3,北京,本科,无需经验,快助（天津）科技,7000,前程无忧
软件技术支持,北京,大专,1年及以上,北京硕文恒达商贸,7500,前程无忧
发动机控制工程师,北京,本科,无需经验,北京普惠三航科技,15000,前程无忧
信息化运维专员,北京,本科,2年及以上,北京生命科学研究所,8000,前程无忧
机构业务岗,北京,硕士,无需经验,华金证券,15000,前程无忧
销售经理（北京）,北京,大专,3年及以上,福建金科信息技术,10000,前程无忧
机械设计工程师（SolidWorks）,北京,本科,3年及以上,巴施帝信息科技（上海）,12500,前程无忧
计算机科学与技术（五险+双休）,北京,大专,无需经验,北京佳俊领航科技,10500,前程无忧
IT管理员,北京,大专,1-3年,罗森（北京）,6000,前程无忧
系统集成工程师,北京,本科,1-3年,上海辰锐信息科技,8000,前程无忧
机械设计工程师（科学仪器）,北京,本科,5-10年,大束科技（北京）,18000,前程无忧
技术支持工程师,北京,大专,1年及以上,北京中泰创安科技,12500,前程无忧
天猫运营专员,北京,本科,3年及以上,北京三元食品,12500,前程无忧
初级软件工程师,石家庄,本科,无需经验,北京安鸿羽机械设备,7500,前程无忧
技术支持工程师 （基础平台）,北京,本科,1-2年,北京志与诚科技,11500,前程无忧
存储运维,北京,大专,2年及以上,上海速强信息技术,10000,前程无忧
技术运维岗,北京,本科,2年及以上,中足联体育发展（北京）,20000,前程无忧
运维工程师,北京,本科,1年及以上,北京硕文恒达商贸,8000,前程无忧
北京分公司总经理,北京,本科,5年及以上,财达证券,22500,前程无忧
IT项目高级开发运维工程师-北京,北京,本科,2年及以上,康龙化成（北京）新药技术,13500,前程无忧
系统安全,北京,本科,1年,北京硕文恒达商贸,7500,前程无忧
高级软件售前技术工程师,北京,本科,无需经验,北京华电园信息技术,10000,前程无忧
运维工程师(J10372),北京,本科,无需经验,快助（天津）科技,10000,前程无忧
IT专员,北京,本科,2年及以上,北京华源泰盟节能设备,7500,前程无忧
驻场运维工程师,北京,本科,5年及以上,北京牡丹电子集团,20000,前程无忧
阿里云智能-公共云解决方案架构师（出海方向）-北京,北京,本科,5-7年,阿里云计算,15000,前程无忧
AI运维工程师,北京,本科,2年及以上,深圳飞骧科技,14000,前程无忧
大客户销售经理,北京,本科,3年及以上,深圳市众云网,30000,前程无忧
技术支持工程师,北京,大专,1年,北京华琪软通技术,7500,前程无忧
数据运维,北京,,1年及以上,北京硕文恒达商贸,7500,前程无忧
贸易系统运维工程师,北京,本科,2年及以上,北京景宏安信科技发展,11500,前程无忧
IT Helpdesk技术支持工程师（面向企业客户）,北京,大专,1年,上海万利斯电子技术,5500,前程无忧
技术支持人员（北京）,北京,本科,1年及以上,合翼鑫（重庆）科技,12500,前程无忧
软件测试工程师,北京,本科,无需经验,北京通和实益电信科学技术研究所,8000,前程无忧
网络驻场-北京,北京,大专,2年及以上,广州天诚伟业通信科技,12000,前程无忧
售后技术支持（接受应届生）,北京,本科,无需经验,深圳市东微智能科技,6500,前程无忧
金蝶实施工程师,北京,大专,1年,北京金万众机械科技,11500,前程无忧
运维/ 技术支持,北京,本科,无需经验,上海盖讯信息技术,7000,前程无忧
电气工程师,北京,大专,1年,北京海得科过滤技术,6000,前程无忧
实施工程师助理,北京,大专,无需经验,邢台芮辰科技,8000,前程无忧
阿里云智能-专有云AI解决方案架构师(PdSA)-北京/杭州,北京,本科,5-7年,阿里云计算,15000,前程无忧
测试工程师,北京,大专,2年及以上,北京中泰创安科技,12500,前程无忧
软件测试及技术支持人员,北京,本科,1年,北京元生华网软件,9000,前程无忧
系统运维工程师,北京,本科,5年及以上,中信数字科技集团,22500,前程无忧
网络运维工程师,北京,,1年及以上,北京硕文恒达商贸,7500,前程无忧
驻场运维工程师-国企直签,北京,本科,5年及以上,前锦网络信息技术（上海）,20000,前程无忧
应用运行管理助理,北京,本科,1-2年,清华大学,11500,前程无忧
桌面支持工程师（实习生）,北京,大专,无需经验,北京益久基业科技,5000,前程无忧
驻场应用运维岗-国企直聘,北京,本科,5年及以上,前锦网络信息技术（上海）,17500,前程无忧
应用运维工程师(J11307),北京,本科,1年及以上,快助（天津）科技,6000,前程无忧
运维工程师,北京,本科,5年及以上,北京牡丹电子集团,16000,前程无忧
数据运营（双休）,北京,大专,无需经验,北京皓志科技,10000,前程无忧
网络工程师（北京）,北京,本科,3年及以上,上海华讯网络系统,15000,前程无忧
信息化专员,北京,本科,2年及以上,北京市燕都泰华企业管理集团,7000,前程无忧
技术支持工程师,北京,大专,无需经验,欧科佳（上海）汽车电子设备,5250,前程无忧
AI应用场景研发工程师（北京）(J15265),北京,本科,1年,北京先进数通信息技术股份,14000,前程无忧
智能座舱专员（双休）,北京,大专,无需经验,山东凯恩人力资源,10000,前程无忧
ERP运维工程师-北京,北京,本科,1年及以上,康龙化成（北京）新药技术,10000,前程无忧
java,北京,本科,3年及以上,云南中航星北斗科技,11500,前程无忧
软件开发助理工程师,北京,本科,1-3年,北京安德建奇数字设备,10000,前程无忧
AI课程开发辅助人员,北京,硕士,1-3年,北京生命科学研究所,11500,前程无忧
电子商务运营主管,北京,大专,3年及以上,北京云存科技,10000,前程无忧
软件工程师,北京,硕士,3-5年,国投融合科技,7500,前程无忧
中级算法工程师,北京,本科,2年及以上,融捷教育科技,27500,前程无忧
IT销售经理（信创赛道+高提成）,北京,大专,2年及以上,深圳市天锐计算机技术,12500,前程无忧
应用工程师 (MJ000319),北京,本科,3年及以上,北京藏卫信康医药研发,12500,前程无忧
5G 协议栈软件工程师,北京,本科,2年及以上,中航科创,28500,前程无忧
网络安全工程师,北京,硕士,2年及以上,中国互联网络信息中心（CNNIC）,21000,前程无忧
电气工程师助理,北京,大专,无需经验,北京京铭宏硕科技,7500,前程无忧
大数据开发工程师（短期派遣）,北京,本科,5-8年,南京六朝云智科技,15000,前程无忧
数据分析师,北京,本科,无需经验,上海狩利信息科技,12500,前程无忧
大数据开发运维岗,北京,硕士,3年及以上,长城人寿保险,15000,前程无忧
弱电工程师,北京,本科,2年及以上,昆仑数智科技,15500,前程无忧
数据分析师,北京,本科,无需经验,上海目柏机电,11000,前程无忧
高级销售经理（子公司SaaS软件）,北京,本科,5年及以上,上海汉得信息技术,21500,前程无忧
建筑电气工程师,北京,本科,3年及以上,北京弘奇装饰设计,12000,前程无忧
解决方案部经理-J038BJ,北京,本科,1-3年,上海杰之能软件科技,27500,前程无忧
AI智能体架构师,北京,本科,3-5年,亚信科技（中国）,26500,前程无忧
软件测试工程师（北京）,北京,本科,3年及以上,上海华虹集成电路,25000,前程无忧
AI大模型算法工程师,北京,硕士,3年及以上,恩士迅信息科技（中国）,30000,前程无忧
5G Java开发工程师,北京,本科,3年及以上,中航科创,21000,前程无忧
总装设备维修工程师,北京,本科,3年及以上,小米通讯技术,16000,前程无忧
Web前端开发工程师（机器人应用方向）,北京,本科,1年及以上,北京市农林科学院信息技术研究中心,13500,前程无忧
软件架构师（NVIDIA 全栈）,北京,本科,2年及以上,苏州超集信息科技,32500,前程无忧
北京--通信产品行业销售经理,北京,本科,2年及以上,深圳市腾远智拓电子,22500,前程无忧
售前技术顾问（北京、沈阳、成都）,北京,本科,5年及以上,南京国睿信维软件,15000,前程无忧
DS1110交付经理（北京）,北京,本科,3年及以上,上海迪爱斯信息技术,16500,前程无忧
Java开发（北京）-项目驻场,北京,本科,3年及以上,武汉市胜意科技发展,16000,前程无忧
机器视觉与具身智能工程师,北京,本科,1年,北京生命科学研究所,12000,前程无忧
技术支持工程师（北京）,北京,本科,3年及以上,深圳市瑞意博信息技术,8500,前程无忧
云运维驻场工程师,北京,大专,1年及以上,上海汉盛信息科技,7000,前程无忧
上位机开发（C++/QT）,北京,本科,3年及以上,北京万联达信科仪器,13500,前程无忧
信息化运维工程师—甲方实施,北京,本科,1年及以上,北京中亦安图科技,12500,前程无忧
测试工程师,北京,本科,3-5年,嘉驰英才（上海）信息科技,14000,前程无忧
智能驾驶辅助专员（双休）,北京,大专,无需经验,山东凯恩人力资源,10000,前程无忧
涂装设备工程师,北京,本科,3年及以上,小米通讯技术,20000,前程无忧
产品经理,北京,硕士,2年及以上,长城人寿保险,16500,前程无忧
理赔数据分析岗(J10272),北京,本科,2年及以上,现代财产保险（中国）,18000,前程无忧
sfe经理,北京,本科,3年及以上,通化东宝药业,37500,前程无忧
售前经理,北京,本科,2年及以上,中海成（北京）技术,14000,前程无忧
实施工程师,北京,本科,1年及以上,广船国际,9500,前程无忧
IT桌面运维,北京,大专,3年及以上,同创双子（北京）信息技术,5750,前程无忧
普惠金融运营（五险一金+周末双休）,北京,本科,1年及以上,信雅达（杭州）计算机服务,9000,前程无忧
嵌入式软件开发,北京,本科,5年及以上,上海万业元创科技,30000,前程无忧
PLM系统工程师,北京,大专,3年及以上,北京维盛复合材料,11500,前程无忧
ERP录入员,北京,大专,1年及以上,北京博石众强商贸,7000,前程无忧
技术支持/维护工程师,北京,本科,无需经验,上海目柏机电,11000,前程无忧
初级嵌入式开发工程师,北京,本科,1-3年,加禾科技（深圳）,11000,前程无忧
智能税务产品经理(A70214),北京,硕士,5年及以上,昆仑数智科技,40000,前程无忧
上位机软件工程师,北京,本科,无需经验,中核粒子医疗科技,22500,前程无忧
电气工程师,北京,本科,3年及以上,前锦网络信息技术（上海）,14500,前程无忧
初级java开发工程师,北京,大专,无需经验,上海狩利信息科技,9500,前程无忧
上位机软件工程师,北京,大专,1年及以上,武汉玄鼎实业合伙企业（有限合伙）,10000,前程无忧
数据分析助理,北京,大专,无需经验,北京中瓴时代科技,8000,前程无忧
投资交易部量化交易模型部署岗(000846),北京,硕士,3年及以上,国盛证券,20000,前程无忧
初级软件测试工程师,北京,大专,无需经验,上海狩利信息科技,8500,前程无忧
硬件工程师（DSP控制工程师）FXJS,北京,硕士,无需经验,北京中盾安民分析技术,12000,前程无忧
上位机研发工程师,北京,本科,3年及以上,北京紫光新锐科技发展,17500,前程无忧
医疗机器人控制算法工程师,北京,本科,1年及以上,北京天智航医疗科技,20000,前程无忧
游戏测试专员（双休）,北京,大专,无需经验,山东凯恩人力资源,10000,前程无忧
技术研发工程师,北京,本科,1年,北京凯德兴光电子信息技术,6500,前程无忧
研发中心-AI数据工程师-北京,北京,硕士,3年及以上,人保信息科技,27500,前程无忧
业务助理,北京,大专,无需经验,宁波中嘉科贸,7000,前程无忧
型号质量管理岗,北京,本科,3年及以上,航天科工空间工程发展,20000,前程无忧
耳机产品经理岗(J47798),北京,本科,3年及以上,京东方科技集团,20000,前程无忧
电子档案管理员（五险一金）,,大专,无需经验,北京汉志商贸,8250,前程无忧
电子文档处理员（双休）,北京,大专,无需经验,山东凯恩人力资源,10000,前程无忧
资深算法科学家 / 具身智能与物理AI专家,北京,博士,无需经验,亚信科技（中国）,42500,前程无忧
信访投诉服务岗（数据统计分析）,北京,本科,1年及以上,北京市生态环境局政务服务中心,6700,前程无忧
整机产品经理岗(J51984),北京,本科,10年及以上,京东方科技集团,30000,前程无忧
解决方案-工业AI菁英人才后备,北京,本科,1-3年,北京和利时工业软件,14000,前程无忧
初级审计助理,北京,本科,1-2年,中逸会计师事务所,5000,前程无忧
机器人电子控制工程师,北京,本科,3年及以上,武汉玄鼎实业合伙企业（有限合伙）,12500,前程无忧
AI工业视觉产品经理,北京,本科,5年及以上,亚信科技（中国）,24000,前程无忧
资料整理员（五险一金 包食宿）,北京,大专,无需经验,安阳利博信息技术服务,10000,前程无忧
研发工程师（前端开发）,北京,本科,5年及以上,中铝数为（成都）科技,23500,前程无忧
智能农机产品销售经理,北京,大专,1年,北京市农林科学院信息技术研究中心,12500,前程无忧
行政电脑操作员（双休）,北京,大专,无需经验,山东凯恩人力资源,10000,前程无忧
研发助理工程师,北京,大专,1年,北京芯同汇科技,6500,前程无忧
人事助理,北京,本科,1年及以上,北京合力亿捷科技,7000,前程无忧
质量总监兼体系管理工程师,北京,本科,5年及以上,曙光信息产业,30000,前程无忧
具身智能数据采集员,北京,大专,无需经验,精匠通途数智（北京）科技,4250,前程无忧
催收专员(J11251),北京,大专,1年,上海皓元生物医药科技,10000,前程无忧
Linux驱动工程师,北京,本科,5-7年,加禾科技（深圳）,30000,前程无忧
电子档案管理员（五险一金）,北京,大专,无需经验,北京望优兴铭酒店管理,8000,前程无忧
嵌入式硬件设计师,北京,本科,无需经验,北京普惠三航科技,15000,前程无忧
SAP软件实施与管理岗(J10129),北京,本科,3年及以上,中国有色金属建设,45000,前程无忧
数据中心项目经理（机电）,北京,本科,无需经验,字节跳动,30000,前程无忧
文件整理员,北京,大专,无需经验,北京中瓴时代科技,7500,前程无忧
机器人运控算法工程师  WBC重向与辨识,北京,硕士,2年及以上,北京华锐人力资源,45000,前程无忧
脑机接口算法工程师,北京,博士,5年及以上,深圳市阿拉丁无人机,42000,前程无忧
机械工程师/机械自动化工程师,北京,本科,1-3年,中国科学院物理研究所,8500,前程无忧
产业/机构业务经理（北京朝阳分公司） (MJ000195),北京,本科,1年及以上,国泰君安期货,11500,前程无忧
机械工程师,北京,本科,2年及以上,北京丽阳虹科技,9000,前程无忧
机器学习工程师（物理仿真）(J10037),北京,博士,无需经验,上海索辰信息科技,32500,前程无忧
资深芯片设计工程师-北京(J10319),北京,硕士,5年及以上,中科芯集成电路,52500,前程无忧
机器人动作训练师,北京,中技/中专,无需经验,上海麻小袋科技,5500,前程无忧
嵌入式高级工程师 (MJ002259),北京,本科,5年及以上,佳都科技集团,25000,前程无忧
发动机设计工程师,北京,本科,无需经验,北京普惠三航科技,15000,前程无忧
ai训练师-济南,北京,本科,无需经验,北京智脉驰科技,4500,前程无忧
机械设计和设备开发岗,北京,本科,无需经验,北京市农林科学院信息技术研究中心,8500,前程无忧
资料整理（双休）,北京,大专,无需经验,北京皓志科技,10000,前程无忧
算法实习生-国际化内容安全平台,北京,硕士,无需经验,字节跳动,7000,前程无忧
机构客户经理,北京,本科,2年及以上,国泰海通证券股份有限公司北京,10500,前程无忧
企划经理,北京,本科,3年及以上,赛尔网络,14000,前程无忧
项目经理,北京,本科,3年及以上,北京金鼎文科技,22500,前程无忧
智能机器人研发专家 (A109064),北京,硕士,10年及以上,昆仑数智科技,50000,前程无忧
售前技术支持（北京）,北京,本科,5年及以上,广州鼎甲计算机科技,21500,前程无忧
质量工程师（北京通州区）,北京,本科,3年及以上,软通计算机,8000,前程无忧
机电经理（北京）,北京,本科,3-4年,字节跳动,30000,前程无忧
销售经理-北京,北京,大专,2年及以上,上海万欣计算机信息科技,15000,前程无忧
副研究员、助理研究员、博士后（王小林课题组）,北京,博士,1年,北京纳米能源与系统研究所,15000,前程无忧
商业销售经理（北京）,北京,大专,3-5年,广州鼎甲计算机科技,13000,前程无忧
soc存储系统验证专家,北京,本科,5年及以上,北京玖阳管理咨询,40000,前程无忧
采购经理（双休）,北京,本科,3年及以上,北京华鉴三能教育咨询,8000,前程无忧
网络工程师,北京,硕士,2年及以上,江苏致网科技,15000,前程无忧
商办项目机电经理（北京/上海）,北京,本科,5-7年,字节跳动,25000,前程无忧
机电高级经理（海外）,北京,本科,8年及以上,万数（上海）投资,30000,前程无忧
电气工程师(002385),北京,本科,8年及以上,深圳市卓越物业管理,18500,前程无忧
数据中心-基础资源管理岗（云运维方向）-北京,北京,硕士,3年及以上,人保信息科技,27500,前程无忧
应用运维工程师-国企直签,北京,本科,5年及以上,前锦网络信息技术（上海）,20000,前程无忧
有机粘接,北京,大专,1年及以上,北京天航星际人力资源有限公司苏州,7000,前程无忧
数据中心-基础资源管理岗（设备管理方向）-北京,北京,硕士,5年及以上,人保信息科技,27500,前程无忧
开发运维工程师,北京,本科,3年及以上,西安中科天塔科技,13000,前程无忧
北京联通石景山分公司智家工程师,北京,大专,无需经验,北京市电信工程局,7500,前程无忧
工艺安全工程师-有机化学合成化工方向,北京,硕士,无需经验,康龙化成（北京）新药技术,11500,前程无忧
数据中心-基础资源管理岗（云资源方向）-北京,北京,硕士,3年及以上,人保信息科技,27500,前程无忧
阿里云智能-AI Agent开发平台资深技术专家-北京/杭州,北京,本科,8-9年,阿里云计算,15000,前程无忧
设备工程师(J10570),北京,本科,3年及以上,广州诺诚健华医药科技,16000,前程无忧
sap系统运维岗(J13038),北京,本科,3年及以上,大家信科,22500,前程无忧
高级机械结构工程师,北京,本科,6年及以上,易联数科（苏州）信息科技服务,50000,前程无忧
阿里云智能-AI Agent开发平台-杭州/北京,北京,本科,3-4年,阿里云计算,15000,前程无忧
售前文档工程师,北京,本科,2年及以上,北京中泰创安科技,11500,前程无忧
结构设计工程师,北京,大专,2-5年,加禾科技（深圳）,11000,前程无忧
技术服务工程师,北京,大专,2年及以上,成都永新医疗设备,8000,前程无忧
阿里云智能-AI销售专家-北京（京津大区）,北京,本科,5-7年,阿里云计算,15000,前程无忧
口腔门诊智能工牌销售合伙人,,中技/中专,1年及以上,北京华琪软通技术,7500,前程无忧
MySQL DBA,北京,本科,4年及以上,上海新炬网络信息技术,17500,前程无忧
高级开发工程师,北京,本科,1-3年,北京贝瑞和康生物技术,19000,前程无忧
php开发工程师 (MJ002349),北京,本科,1-3年,北京希瑞亚斯科技,12500,前程无忧
售前解决方案工程师（AI大模型）,北京,本科,3年及以上,中数通信息,17500,前程无忧
数据中心-应用安全岗-北京(J77108),北京,硕士,3年及以上,人保信息科技,27500,前程无忧
python开发工程师,北京,本科,5年及以上,龙源数字城市（北京）科技,16500,前程无忧
