数据来源,关键词,岗位名称,薪资,城市,经验要求,学历要求,公司名称
智联,计算机,计算机操作员,,连云港·海州区·新东街道,经验不限,中专/中技,广州或范科技有限公司
智联,计算机,计算机辅助设备管理员,,天津·南开·万兴,1年以下,大专,星瀚优尔(天津)互联网科技有限公司
智联,计算机,计算机辅助设备管理员,,天津·南开·万兴,1年以下,学历不限,天津市帝翼品牌设计有限公司
智联,计算机,计算机网络技术专业教师,,日照·东港区·卧龙山街道,经验不限,本科,日照市商业学校
智联,计算机,it计算机硬件技术员,,长沙·开福·新河,1年以下,大专,湖南汇信聚强科技有限公司
智联,计算机,计算机应用教师,,郑州·新郑·新村,1-3年,本科,郑州时代科技中等专业学校
智联,计算机,计算机相关专业 技术老师 5000+,,泰安·岱岳区·粥店街道,经验不限,大专,泰盈科技集团股份有限公司
智联,计算机,计算机老师（ VB、组装与维修、 网络技术应用方向）,,包头·东河区·东站街道,1-3年,本科,内蒙古建工职业技术学校
智联,计算机,中职计算机专业教师,,连云港·连云区·宿城街道,经验不限,本科,连云港市信息技工学校
智联,计算机,计算机硬件维护工程师,,南昌·青山湖·上海路,1-3年,大专,南昌芃麦科技有限公司
智联,计算机,计算机网络工程师5k+,,重庆·两江新区,经验不限,大专,重庆扬策科技有限公司
智联,计算机,计算机,,杭州·拱墅·长庆,1-3年,本科,杭州盛铭睿翔信息技术有限公司
智联,计算机,计算机老师,,杭州·钱塘·下沙,经验不限,本科,杭州锦阳技工学校
智联,计算机,计算机老师,,淮安·清江浦区·盐河街道,经验不限,大专,淮安市辅仁职业技术学校
智联,计算机,医保计算机工程师,,淮北·相山区,1-3年,本科,安徽恒文文化传媒有限公司
智联,计算机,计算机网络维护维修,,天津·河东·春华,1-3年,大专,天津天视通电子科技有限公司
智联,计算机,计算机大类实习生,,保定·莲池·杨庄,经验不限,大专,保定市盈科电子有限公司
智联,计算机,计算机老师,,青岛·城阳·棘洪滩,3-5年,本科,青岛中工高级技工学校有限公司
智联,计算机,计算机应用专业教师,,无锡·滨湖·雪浪,3-5年,本科,无锡市太湖技工学校
智联,计算机,中职计算机教师,,天津·滨海新区·汉沽,经验不限,本科,天津市津南区众学一诺启航培训学校
智联,计算机,计算机专业课老师,,安阳·林州市·龙山街道,1-3年,本科,郑州市管城回族区中建教育培训中心
智联,计算机,计算机操作员,,上海·黄浦·南京东路,经验不限,中专/中技,广州或范科技有限公司
智联,计算机,研发计算机硬件维护工程师经理,,大连·西岗·马桥子,经验不限,学历不限,大连船味鲜科技有限公司
智联,计算机,计算机维护,,武汉·江岸,经验不限,大专,长沙君源商务咨询有限公司
智联,计算机,计算机老师/技工学校/十三薪,,济南·商河·玉皇庙,经验不限,大专,山东万通汽车职业培训学院有限公司
智联,计算机,计算机维护工程师,,西安·郭杜,1-3年,大专,陕西智力科技有限公司
智联,计算机,计算机老师,,佛山·南海·狮山,经验不限,大专,佛山市现代商贸技工学校
智联,计算机,计算机硬件维护工程师,,武汉·洪山·九峰,1-3年,大专,武汉浩洋启汇机械科技有限公司
智联,计算机,计算机专业专任教师,,重庆·綦江·通惠,经验不限,硕士,重庆移通学院
智联,计算机,计算机老师,,乌鲁木齐·水磨沟区·新民路街道,经验不限,本科,新疆鑫金盾技工学校
智联,计算机,计算机讲师,,贵阳·云岩·三桥路,1-3年,本科,武汉绒花树网络技术有限公司
智联,计算机,计算机技术、打印机技术、监控弱电技术,,西安·碑林·文艺路,3-5年,中专/中技,陕西得众旺电子科技有限公司
智联,计算机,计算机老师,,德阳·罗江区·万安镇,经验不限,本科,德阳通用电子科技学校
智联,计算机,计算机技术员,,深圳·龙岗·坂田,1-3年,大专,深圳市知瑾羽贸易实业有限公司
智联,计算机,计算机老师,,济宁·曲阜市·书院街道,经验不限,本科,曲阜行知技工学校
智联,计算机,计算机老师/电子商务老师,,长沙·浏阳·永安,经验不限,本科,长沙市唯上商务科技学校有限公司
智联,计算机,计算机专员,,重庆·渝中·两路口,经验不限,大专,重庆冠煜捷科技有限公司
智联,计算机,4K计算机硬件维护工程师助理,,武汉·洪山·关山,经验不限,学历不限,武汉千米家维科技有限公司
智联,计算机,计算机（应用/基础/设计）类专业教师,,湛江·麻章区·麻章镇,1-3年,本科,湛江市海滨职业技术学校
智联,计算机,计算机科学与技术、软件,,郑州·金水·祭城路,经验不限,本科,河南省中工设计研究院集团股份有限公司
智联,计算机,计算机技术员,,深圳·龙华·龙华,经验不限,大专,深圳市五湖商界电子商务有限公司
智联,计算机,沿海计算机老师,,南通·通州·三余,经验不限,本科,江苏瀚海教育科技有限公司
智联,计算机,计算机操作员,,天津·河西·越秀路,经验不限,中专/中技,广州或范科技有限公司
智联,计算机,AI计算机工程师,,晋中·榆次区·郭家堡乡,1-3年,大专,华焱生泰(山西)健康科技有限公司
智联,计算机,计算机老师,,成都·郫都·红光,经验不限,本科,成都光华技工学校有限公司
智联,计算机,计算机硬件技术员,,上海·嘉定·南翔,1年以下,大专,上海网赶科技有限公司
智联,计算机,计算机类实习生,,福州·闽侯·荆溪,经验不限,本科,福建罗德数字科技有限公司
智联,计算机,2026届校招计算机IT类专业应届毕业生,,济南·历城·港沟,经验不限,本科,山东潍坊润丰化工股份有限公司
智联,计算机,专业技术人员（大模型与计算机视觉研发）,,北京·丰台·右安门,3-5年,本科,北京普惠职道科技发展有限责任公司
智联,计算机,计算机硬件专业教师,,海口·龙华·海垦,1-3年,本科,海南珠江源高级职业技术学校
智联,计算机,高校计算机讲师（软件工程）,,日照·东港区·日照街道,经验不限,硕士,日照软件定义卫星技术研究院
智联,计算机,计算机教师,,保定·高碑店·方官,1-3年,本科,高碑店市金桥中专
智联,计算机,计算机老师,,宜宾·翠屏区·沙坪街道,经验不限,硕士,四川外国语大学成都学院
智联,计算机,计算机教师,,石家庄·元氏·马村,经验不限,硕士,河北外国语学院
智联,计算机,计算机技术员,,武汉·江夏,经验不限,大专,深圳市知瑾羽贸易实业有限公司
智联,计算机,计算机工程师,,武汉·江汉·北湖街,经验不限,大专,河南楠樽信息科技有限公司
智联,计算机,计算机教师（平面设计老师）,,临沂·河东·九曲,经验不限,本科,临沂沂蒙职业中等专业学校
智联,计算机,软件/大数据/计算机/网络专员,,唐山·迁安市·木厂口镇,经验不限,本科,迁安市九江线材有限责任公司
智联,计算机,计算机网络老师,,郑州·金水·东风路,3-5年,本科,北京打造前程互联网教育科技有限公司河南分公司
智联,计算机,销售助理（计算机相关专业优先）,,合肥·蜀山·海恒社区,经验不限,大专,安徽辉联信息科技有限公司
智联,计算机,计算机硬件维护工程师,,济南·长清·崮云湖,3-5年,高中,山东华泰达文旅有限公司
智联,计算机,计算机维修,,西安·雁塔·长延堡,1-3年,本科,陕西理理科技有限公司
智联,计算机,计算机人才 应届生亦可,,汕头·珠池街道,经验不限,本科,汕头市亿泰和贸易有限公司
智联,计算机,专业科教师（电子技术/计算机/旅游/护理/美术/船舶）,,武汉·江夏,1-3年,本科,武汉榕霖职业技术学校有限公司
智联,计算机,计算机硬件维护技术员,,保定·莲池·东金庄,1-3年,中专/中技,重庆简工人力资源服务有限公司
智联,计算机,计算机工程师,,绍兴·诸暨市·陶朱街道,经验不限,本科,诸暨任仓智能科技有限公司
智联,计算机,计算机文员,,长春·绿园·正阳,经验不限,大专,长春市知行博远文化传媒有限公司
智联,计算机,计算机专业教师,,大连·金州·拥政,经验不限,本科,大连通才计算机专修学校
智联,计算机,专升本计算机讲师,,济南·长清·平安,1-3年,本科,山东修远教育科技有限公司
智联,计算机,计算机硬件维护工程师+周末双休+五险一金,,太原·小店·平阳路,1年以下,大专,武汉市蓿汐科技有限公司
智联,计算机,计算机专业教师,,眉山·彭山区·观音街道,经验不限,硕士,四川大学锦江学院
智联,计算机,专升本计算机老师,,呼和浩特·玉泉·昭君路,1-3年,本科,内蒙古新路径教育咨询有限公司
智联,计算机,计算机应用专业老师,,石家庄·藁城·石家庄经开区,3-5年,本科,石家庄华师职业中学
智联,计算机,计算机管理员,,宿迁·宿城区·古城街道,经验不限,大专,广州或范科技有限公司
智联,计算机,计算机视觉算法工程师,,北京·朝阳,经验不限,硕士,曲泉(北京)新材料有限公司
智联,计算机,计算机技术员,,深圳·龙岗·坂田,经验不限,大专,深圳市知瑾羽贸易实业有限公司
智联,计算机,计算机硬件维护工程师,,厦门·思明·筼筜,经验不限,学历不限,厦门蓝姒珩科技有限公司
智联,计算机,诚聘计算机IT运维工程技术人员,,吉安·遂川县·枚江镇,经验不限,大专,江西瀚辰药业有限公司
智联,计算机,24-26届机械数控计算机理工类大专毕业生,,赣州·南康区·太窝乡,经验不限,大专,富联精密科技(赣州)有限公司
智联,计算机,计算机平面教师,,长春·公主岭·范家屯,3-5年,大专,吉林省吉业技工学校
智联,计算机,计算机老师,,济南·天桥·药山,经验不限,学历不限,山东蓝翔技师学院
智联,计算机,计算机专业教师,,南通·通州·三余,1-3年,本科,南通纵横国际职业技术学校
智联,计算机,计算机技术员,,杭州·滨江·西兴,经验不限,大专,吉安吉州区悦云创信息咨询有限公司
智联,计算机,Alevel计算机教师-光华剑桥,,上海·浦东·康桥,经验不限,本科,光华教育集团
智联,计算机,计算机硬件维护工程师,,黔南·福泉市·金山街道,1年以下,中专/中技,福泉市开友科技有限公司
智联,计算机,计算机维修,,深圳·龙华·龙华,1-3年,大专,深圳市华翠智能科技有限公司
智联,计算机,计算机兼电子专业教师,,长沙·开福·青竹湖,1-3年,本科,湖南五道口技工学校有限公司
智联,计算机,计算机硬件维护工程师,,石家庄·裕华·裕兴,经验不限,大专,河北睿悦智能科技有限公司
智联,计算机,计算机网络管理员,,天津·南开·万兴,1年以下,学历不限,天津市帝翼品牌设计有限公司
智联,计算机,中职计算机教师,,聊城·莘县·莘州街道,1-3年,本科,莘县卓达技工学校有限公司
智联,计算机,2026届校招生（计算机类）,,成都·武侯·桂溪,经验不限,本科,藏格矿业股份有限公司
智联,计算机,中职计算机专业教师,,唐山·迁安市,经验不限,本科,迁安市弘毅学校
智联,计算机,通信、机械、电子信息、电气、计算机、自动化专利工程师,,鹤壁·淇滨区·九州路街道,经验不限,本科,北京中博世达专利商标代理有限公司
智联,计算机,计算机硬件维护工程师,,大连·大连·先进,经验不限,学历不限,大连合天乘翼科技有限公司
智联,计算机,计算机管理员,,泰州·海陵区·城南街道,经验不限,大专,广州或范科技有限公司
智联,计算机,计算机教师,,天津·红桥·铃铛阁,经验不限,本科,天津市津南区众学一诺启航培训学校
智联,计算机,计算机技术员,,深圳·龙华·龙华,经验不限,大专,深圳市知瑾羽贸易实业有限公司
智联,计算机,计算机文员,,南京·秦淮·五老村,经验不限,大专,南京税好记科技有限公司
智联,计算机,计算机基础老师,,沈阳·沈北·正良,3-5年,本科,沈阳市沈北新区文盛教育培训中心
智联,计算机,计算机、财税、电商老师,,青岛·即墨·通济,经验不限,学历不限,青岛中云经济贸易学校
智联,计算机,计算机硬件维护专员,,西安·未央·谭家,1-3年,大专,西安汇中新材料科技有限公司
智联,计算机,招聘计算机/软件工程专业应往届毕业生,,潍坊·昌乐·朱刘,经验不限,本科,元利化学集团股份有限公司
智联,计算机,计算机硬件维修员,,北京·海淀·海淀街道,1-3年,中专/中技,中卓高科(北京)科技有限公司
智联,计算机,计算机老师,,绵阳·涪城区·青义镇,经验不限,本科,绵阳理工学校
智联,计算机,计算机技术员,,成都·武侯·桂溪,经验不限,大专,长沙君源商务咨询有限公司
智联,计算机,大学计算机教师,,保定·莲池·南大园,经验不限,硕士,保定理工学院
智联,计算机,部门行政助理（计算机专业）,,深圳·龙岗·坂田,3-5年,本科,外企德科数字技术有限公司
智联,计算机,高中计算机教师,,濮阳·台前县·孙口镇,经验不限,本科,台前县复兴学校
智联,计算机,运维计算机工程师,,长沙·长沙·观沙岭,经验不限,学历不限,厦门久唯人力资源有限公司
智联,计算机,计算机老师,,石家庄·藁城·岗上,1-3年,本科,石家庄市明泽职业中专学校
智联,计算机,计算机运营,,邢台·襄都区·泉东街道,1年以下,本科,河北昱钮新材料科技有限公司
智联,计算机,数据分析师【本科+英语四级+计算机相关专业|享高奢公费探店】,,天津·南开·体育中心,经验不限,本科,天津潜派国际旅行社有限公司
智联,计算机,计算机管培生(J11458),,南京·建邺·沙洲,经验不限,本科,江苏康缘药业股份有限公司
智联,计算机,春考计算机老师,,济南·长清·平安,1-3年,本科,济南世纪前延教育科技有限公司
智联,计算机,计算机硬件维护技术员,,重庆·两江新区,1年以下,大专,重庆宇汉名悦科技有限公司
智联,计算机,计算机操作员,,常州·新北·三井,经验不限,中专/中技,广州或范科技有限公司
智联,计算机,计算机技术员,,深圳·福田·福田街道,经验不限,大专,深圳市佳文装饰设计工程有限公司
智联,计算机,计算机维护工程师（实习岗）,,石家庄·鹿泉·获鹿,经验不限,大专,河北海天科技有限公司
智联,计算机,计算机讲师,,保定·莲池·南大园,经验不限,本科,保定市莲池区振涛弘业职业培训学校有限公司
智联,计算机,计算机桌面运维工程师,,上海·闵行·古美,经验不限,大专,上海虹圣网络科技发展有限公司
智联,计算机,计算机教师,,重庆·南岸·长生桥,1-3年,本科,重庆昊慧人才科技有限责任公司
智联,计算机,语/数/英/体育/平面设计/计算机/艺考美术/新能源汽车/旅游/城轨/药学/电子电工,,长沙·望城·金山桥,经验不限,本科,长沙华中涉外职业高中有限责任公司
智联,计算机,计算机工程师(早九晚六，周末双休，13薪),,杭州·钱塘·白杨,1-3年,本科,江西图登网络科技有限公司
智联,计算机,计算机编程人员（AI智能体开发工程师）,,潍坊·奎文·新城,1-3年,大专,山东得和生物技术集团有限公司
智联,计算机,计算机硬件技术员,,北京·房山·城关,1-3年,大专,北京华顺金锡环保科技有限公司
智联,计算机,计算机工程师,,长沙·芙蓉·定王台,经验不限,大专,长沙君源商务咨询有限公司
智联,计算机,计算机专业教师,,临沂·罗庄·册山,1-3年,本科,临沂绿金节能环保科技有限公司
智联,计算机,计算机教师,,石家庄·杜北,经验不限,本科,石家庄精英中学
智联,计算机,计算机硬件维护工程师,,重庆·沙坪坝·井口,经验不限,大专,疆来智能科技(重庆)有限公司
智联,计算机,计算机硬件维护工程师,,济南·历下·智远,3-5年,大专,鸿誉电脑科技服务(济南)有限公司
智联,计算机,计算机技术员,,深圳·龙华·龙华,1-3年,大专,深圳市知瑾羽贸易实业有限公司
智联,计算机,Alevel计算机教师,,大连·甘井子·大连湾,3-5年,本科,大连英领国际教育培训学校
智联,计算机,计算机教师,,荆州·荆州区·纪南镇,经验不限,本科,湖北省民间工艺技师学院
智联,计算机,计算机专业课教师,,郑州·新郑·龙王,经验不限,硕士,郑州航空港区港建理工学校
智联,计算机,计算机运维工程师,,新乡·红旗区·洪门镇,经验不限,大专,河南新隆智数科技有限公司
